Wage,Age,Club,League,Nation,Position,Apps,Caps
3439000.0,23,Wolves,Premier League,BRA,Forward,139,7
3439000.0,26,Borussia M'gladbach,Bundesliga,GER,Midfilder,260,6
3439000.0,30,Borussia M'gladbach,Bundesliga,GER,Midfilder,283,14
3439000.0,30,VfL Wolfsburg,Bundesliga,BEL,Goalkeeper,262,4
3439000.0,31,Hoffenheim,Bundesliga,CRO,Forward,342,71
3437000.0,30,RB Leipzig,Bundesliga,SWE,Midfilder,362,74
3437000.0,26,Borussia Dortmund,Bundesliga,GER,Midfilder,172,2
3432000.0,31,Brighton,Premier League,GER,Midfilder,385,0
3404000.0,28,Juventus,Serie A,POL,Forward,262,62
3380000.0,26,Liverpool,Premier League,GRE,Defender,128,22
3380000.0,25,Leeds,Premier League,ESP,Midfilder,177,0
3380000.0,21,Liverpool,Premier League,ENG,Midfilder,45,0
3380000.0,29,Aston Villa,Premier League,ESP,Defender,322,0
3380000.0,25,Southampton,Premier League,ENG,Defender,132,5
3380000.0,27,Fulham,Premier League,SRB,Forward,357,74
3380000.0,32,Wolves,Premier League,ENG,Defender,464,0
3380000.0,25,Aston Villa,Premier League,POL,Defender,214,7
3380000.0,31,Fulham,Premier League,POR,Defender,257,34
3380000.0,25,West Ham,Premier League,CIV,Defender,241,28
3380000.0,24,Everton,Premier League,ENG,Defender,172,2
3380000.0,26,Nottm Forest,Premier League,SEN,Defender,235,0
3380000.0,28,Newcastle,Premier League,SCO,Midfilder,273,22
3380000.0,36,Man UFC,Premier League,ENG,Goalkeeper,347,3
3380000.0,23,Arsenal,Premier League,JPN,Defender,170,28
3380000.0,26,West Ham,Premier League,MAR,Defender,168,25
3380000.0,25,Fulham,Premier League,FRA,Defender,187,0
3380000.0,34,West Ham,Premier League,ITA,Defender,388,13
3380000.0,24,Aston Villa,Premier League,BRA,Midfilder,173,9
3370000.0,27,Capitoline,Serie A,NED,Defender,178,3
3362000.0,35,OGC Nice,Ligue 1 Uber Eats,DEN,Goalkeeper,579,84
3354000.0,31,Parthenope,Serie A,POR,Defender,314,11
3353000.0,27,OM,Ligue 1 Uber Eats,ESP,Goalkeeper,223,2
3319000.0,25,Parthenope,Serie A,KOR,Defender,149,42
3319000.0,26,Inter,Serie A,CMR,Goalkeeper,191,30
3319000.0,33,Bologna,Serie A,AUT,Forward,393,102
3319000.0,30,Parthenope,Serie A,GER,Midfilder,334,1
3267000.0,26,VfL Wolfsburg,Bundesliga,GER,Forward,158,7
3267000.0,31,OL,Ligue 1 Uber Eats,POR,Goalkeeper,319,14
3224000.0,24,RB Leipzig,Bundesliga,GER,Defender,147,9
3198000.0,24,OL,Ligue 1 Uber Eats,FRA,Midfilder,168,1
3190000.0,28,Sampdoria,Serie A,ITA,Defender,146,1
3190000.0,28,Lazio,Serie A,ALB,Defender,307,71
3190000.0,23,Sassuolo,Serie A,ITA,Forward,111,0
3190000.0,27,Lazio,Serie A,ITA,Forward,218,0
3190000.0,33,Inter,Serie A,ITA,Defender,384,6
3190000.0,26,Capitoline,Serie A,ITA,Defender,168,9
3190000.0,34,Sevilla,La Liga,ARG,Midfilder,509,14
3190000.0,27,Brianza,Serie A,ITA,Midfilder,197,9
3190000.0,24,Atalanta,Serie A,TUR,Defender,124,35
3190000.0,31,Milan,Serie A,ITA,Defender,318,49
3190000.0,25,Milan,Serie A,ITA,Defender,153,7
3138000.0,22,Barcelona,La Liga,ESP,Forward,134,28
3138000.0,31,Villarreal,La Liga,FRA,Midfilder,260,0
3120000.0,32,Nottm Forest,Premier League,GHA,Forward,442,107
3120000.0,28,Nottm Forest,Premier League,BRA,Forward,248,1
3120000.0,23,Leeds,Premier League,USA,Defender,167,30
3120000.0,27,Fulham,Premier League,POR,Midfilder,191,14
3120000.0,25,Leeds,Premier League,ENG,Midfilder,215,0
3120000.0,29,Crystal Palace,Premier League,GHA,Midfilder,285,19
3120000.0,28,Strasbourg,Ligue 1 Uber Eats,FRA,Midfilder,272,0
3120000.0,23,Leicester,Premier League,AUS,Defender,121,5
3120000.0,37,West Ham,Premier League,POL,Goalkeeper,394,57
3120000.0,23,West Ham,Premier League,ENG,Defender,175,32
3120000.0,26,Southampton,Premier League,NGA,Midfilder,203,20
3120000.0,35,Liverpool,Premier League,ESP,Goalkeeper,233,0
3120000.0,33,Wolves,Premier League,ESP,Forward,394,24
3120000.0,30,Southampton,Premier League,SCO,Midfilder,348,36
3120000.0,23,Brighton,Premier League,ARG,Midfilder,148,5
3120000.0,26,Aston Villa,Premier League,BFA,Midfilder,227,64
3120000.0,24,Brighton,Premier League,ECU,Defender,202,31
3120000.0,25,Wolves,Premier League,POR,Midfilder,250,30
3120000.0,29,Everton,Premier League,ENG,Defender,365,10
3120000.0,26,Southampton,Premier League,POL,Defender,208,42
3120000.0,20,Leeds,Premier League,FRA,Forward,67,0
3120000.0,26,Fulham,Premier League,SRB,Midfilder,217,30
3120000.0,27,West Ham,Premier League,ALG,Forward,228,17
3120000.0,24,Leicester,Premier League,BEL,Defender,162,1
3120000.0,22,Tottenham,Premier League,ENG,Defender,154,0
3120000.0,28,Southampton,Premier League,NOR,Midfilder,301,45
3095000.0,28,Benfica,Primiera Liga,GER,Midfilder,292,58
3095000.0,27,AS Monaco,Ligue 1 Uber Eats,POR,Midfilder,237,21
3095000.0,27,Milan,Serie A,FRA,Goalkeeper,185,4
3071000.0,20,RB Leipzig,Bundesliga,CRO,Defender,76,10
3035000.0,31,Lazio,Serie A,URU,Midfilder,269,60
3017000.0,30,Hoffenheim,Bundesliga,ISR,Forward,309,40
3017000.0,22,Milan,Serie A,FRA,Defender,45,0
3016000.0,27,Valencia,La Liga,ESP,Defender,304,17
3016000.0,22,Arsenal,Premier League,POL,Defender,91,2
3009000.0,26,Bayer 04,Bundesliga,GER,Defender,245,16
3009000.0,23,VfL Wolfsburg,Bundesliga,GER,Forward,128,6
3009000.0,29,RB Leipzig,Bundesliga,HUN,Defender,290,33
3009000.0,29,Borussia M'gladbach,Bundesliga,FRA,Forward,263,1
3009000.0,34,Borussia M'gladbach,Bundesliga,GER,Forward,434,11
3009000.0,28,VfL Wolfsburg,Bundesliga,GER,Defender,233,1
3009000.0,25,AS Monaco,Ligue 1 Uber Eats,SUI,Midfilder,212,56
3007000.0,27,Borussia Dortmund,Bundesliga,GER,Defender,198,0
3007000.0,32,Girona,La Liga,ESP,Defender,429,0
3007000.0,32,RB Leipzig,Bundesliga,HUN,Goalkeeper,335,49
2994000.0,24,RB Leipzig,Bundesliga,MLI,Midfilder,157,32
2923000.0,30,OL,Ligue 1 Uber Eats,BRA,Defender,288,0
2911000.0,28,RB Leipzig,Bundesliga,DEN,Midfilder,296,68
2871000.0,34,Inter,Serie A,ITA,Defender,411,25
2871000.0,23,Valencia,La Liga,NED,Midfilder,162,2
2871000.0,27,Brianza,Serie A,ITA,Forward,249,1
2871000.0,31,Atalanta,Serie A,COL,Forward,353,34
2860000.0,26,Wolves,Premier League,KOR,Midfilder,193,47
2860000.0,27,Brighton,Premier League,ENG,Defender,275,0
2860000.0,21,Wolves,Premier League,BRA,Midfilder,59,0
2860000.0,27,Fulham,Premier League,BRA,Forward,134,0
2860000.0,30,West Ham,Premier League,CZE,Defender,275,30
2860000.0,22,Arsenal,Premier League,ENG,Forward,77,3
2860000.0,34,Crystal Palace,Premier League,SCO,Midfilder,533,32
2860000.0,31,Leeds,Premier League,NIR,Defender,407,62
2860000.0,28,Newcastle,Premier League,ENG,Defender,261,0
2860000.0,19,Chelsea,Premier League,CIV,Forward,44,0
2860000.0,27,Leicester,Premier League,GHA,Defender,169,44
2860000.0,30,Fulham,Premier League,IRL,Defender,286,55
2860000.0,26,Leeds,Premier League,ESP,Defender,160,0
2852000.0,34,Capitoline,Serie A,POR,Goalkeeper,481,104
2837000.0,27,Bayer 04,Bundesliga,IRN,Forward,221,63
2802000.0,32,Eintracht Frankfurt,Bundesliga,GER,Goalkeeper,355,6
2802000.0,30,Eintracht Frankfurt,Bundesliga,GER,Midfilder,285,63
2800000.0,22,Capitoline,Serie A,ALB,Defender,64,15
2786000.0,35,OM,Ligue 1 Uber Eats,FRA,Forward,544,38
2767000.0,24,Fiorentina,Serie A,ARG,Midfilder,155,21
2767000.0,35,Lazio,Serie A,ESP,Forward,483,65
2767000.0,24,Leeds,Premier League,USA,Midfilder,137,35
2767000.0,29,Juventus,Serie A,SRB,Defender,344,48
2767000.0,26,Inter,Serie A,NED,Defender,224,34
2761000.0,27,Vallecano,La Liga,ESP,Forward,295,4
2751000.0,26,OL,Ligue 1 Uber Eats,FRA,Forward,228,0
2751000.0,31,VfL Wolfsburg,Bundesliga,FRA,Defender,309,7
2749000.0,29,1. FC Koln,Bundesliga,GER,Goalkeeper,334,0
2735000.0,23,Bayer 04,Bundesliga,ARG,Midfilder,87,20
2732000.0,25,OM,Ligue 1 Uber Eats,TUR,Midfilder,203,42
2718000.0,29,Nottm Forest,Premier League,CIV,Defender,273,79
2711000.0,30,Verona,Serie A,ITA,Forward,292,4
2711000.0,30,Brianza,Serie A,ITA,Defender,277,3
2690000.0,25,Rennes,Ligue 1 Uber Eats,FRA,Forward,168,0
2690000.0,30,Sevilla,La Liga,ARG,Forward,298,25
2682000.0,37,Rennes,Ligue 1 Uber Eats,FRA,Goalkeeper,551,34
2621000.0,24,Vigo,La Liga,ESP,Midfilder,128,0
2621000.0,26,Spezia,Serie A,UKR,Midfilder,159,33
2600000.0,30,Real Hispalis,La Liga,BRA,Forward,357,0
2600000.0,24,Fulham,Premier League,WAL,Midfilder,117,36
2600000.0,22,Man UFC,Premier League,ENG,Defender,47,0
2600000.0,24,Nottm Forest,Premier League,ENG,Defender,104,0
2600000.0,32,Brentford,Premier League,ENG,Defender,372,0
2600000.0,26,Fulham,Premier League,BRA,Midfilder,167,1
2600000.0,25,Southampton,Premier League,ENG,Defender,91,2
2600000.0,29,Brianza,Serie A,ESP,Defender,264,0
2600000.0,31,Nottm Forest,Premier League,CIV,Defender,268,13
2600000.0,23,Man UFC,Premier League,NED,Defender,104,5
2600000.0,22,Nottm Forest,Premier League,ENG,Midfilder,111,0
2600000.0,31,Brighton,Premier League,ENG,Forward,288,42
2600000.0,33,Crystal Palace,Premier League,ENG,Defender,330,0
2600000.0,24,Fulham,Premier League,ENG,Defender,143,0
2600000.0,26,Southampton,Premier League,SCO,Forward,342,19
2600000.0,29,Wolves,Premier League,GAB,Midfilder,220,25
2600000.0,27,West Ham,Premier League,CZE,Midfilder,234,52
2600000.0,28,Southampton,Premier League,NGA,Forward,261,15
2600000.0,21,Arsenal,Premier League,ENG,Forward,103,18
2600000.0,25,Crystal Palace,Premier League,FRA,Forward,167,0
2600000.0,22,Crystal Palace,Premier League,BEL,Midfilder,95,1
2600000.0,24,Newcastle,Premier League,NIR,Defender,124,26
2600000.0,32,West Ham,Premier League,ENG,Defender,465,3
2600000.0,22,Juventus,Serie A,ITA,Forward,126,12
2600000.0,30,Chelsea,Premier League,SEN,Goalkeeper,209,25
2600000.0,26,Wolves,Premier League,POR,Forward,226,1
2600000.0,24,Southampton,Premier League,MLI,Midfilder,113,29
2600000.0,27,Crystal Palace,Premier League,ENG,Midfilder,295,0
2600000.0,32,Southampton,Premier League,ENG,Goalkeeper,269,1
2600000.0,26,Everton,Premier League,FRA,Forward,276,0
2600000.0,27,Aston Villa,Premier League,ENG,Defender,166,3
2600000.0,30,Newcastle,Premier League,ENG,Defender,325,0
2600000.0,30,Brighton,Premier League,NED,Defender,252,28
2600000.0,30,Leicester,Premier League,SEN,Midfilder,283,17
2600000.0,18,Chelsea,Premier League,BRA,Midfilder,34,0
2600000.0,20,Southampton,Premier League,GHA,Midfilder,76,11
2600000.0,21,Tottenham,Premier League,ENG,Midfilder,84,0
2600000.0,25,Southampton,Premier League,BRA,Defender,97,0
2600000.0,25,Southampton,Premier League,CRO,Defender,238,23
2600000.0,19,Udinese,Serie A,ITA,Defender,44,0
2600000.0,22,Brentford,Premier League,DEN,Midfilder,136,16
2600000.0,23,Everton,Premier League,UKR,Defender,108,27
2600000.0,19,Southampton,Premier League,ARG,Midfilder,64,0
2600000.0,30,Arsenal,Premier League,EGY,Midfilder,236,92
2600000.0,25,Southampton,Premier League,ENG,Forward,292,0
2600000.0,19,Leicester,Premier League,DEN,Defender,51,0
2600000.0,22,Crystal Palace,Premier League,USA,Defender,77,8
2592000.0,25,Chelsea,Premier League,SUI,Midfilder,196,40
2586000.0,21,Barcelona,La Liga,ESP,Defender,46,17
2586000.0,32,Hoffenheim,Bundesliga,GER,Goalkeeper,420,0
2586000.0,26,Real San Sebastian,La Liga,NOR,Forward,226,42
2586000.0,25,Bayer 04,Bundesliga,GER,Midfilder,213,5
2579000.0,28,Getafe,La Liga,FRA,Defender,205,0
2579000.0,24,PSG,Ligue 1 Uber Eats,FRA,Defender,184,1
2579000.0,23,VfL Wolfsburg,Bundesliga,SWE,Midfilder,160,21
2579000.0,25,Borussia M'gladbach,Bundesliga,SUI,Defender,253,38
2579000.0,23,VfL Wolfsburg,Bundesliga,BEL,Defender,104,2
2579000.0,23,Bayer 04,Bundesliga,BFA,Defender,118,29
2579000.0,39,FC Porto,Primiera Liga,POR,Defender,495,128
2579000.0,22,OL,Ligue 1 Uber Eats,FRA,Midfilder,74,0
2579000.0,25,Hoffenheim,Bundesliga,ESP,Defender,179,0
2579000.0,23,Bayer 04,Bundesliga,FRA,Midfilder,125,8
2579000.0,24,Hertha Berlin,Bundesliga,BEL,Midfilder,160,4
2579000.0,25,Borussia M'gladbach,Bundesliga,GER,Midfilder,174,10
2579000.0,27,Borussia M'gladbach,Bundesliga,ALG,Defender,196,48
2579000.0,22,RB Leipzig,Bundesliga,FRA,Defender,73,0
2578000.0,25,Sevilla,La Liga,MAR,Forward,178,48
2578000.0,32,1. FC Koln,Bundesliga,GER,Defender,414,43
2578000.0,30,RB Leipzig,Bundesliga,GER,Defender,299,9
2578000.0,25,RB Leipzig,Bundesliga,AUT,Defender,192,24
2578000.0,24,Hoffenheim,Bundesliga,DEN,Forward,160,35
2555000.0,19,Borussia Dortmund,Bundesliga,ENG,Midfilder,108,15
2552000.0,25,Fiorentina,Serie A,ITA,Midfilder,183,1
2552000.0,26,Torino,Serie A,PAR,Forward,196,29
2552000.0,24,Inter,Serie A,ITA,Defender,141,4
2552000.0,28,Atalanta,Serie A,ARG,Goalkeeper,162,2
2550000.0,25,Villarreal,La Liga,ESP,Defender,205,19
2494000.0,27,OM,Ligue 1 Uber Eats,FRA,Midfilder,206,0
2472000.0,20,Bayer 04,Bundesliga,ECU,Defender,47,24
2466000.0,31,Real Hispalis,La Liga,ESP,Defender,252,0
2466000.0,25,Tottenham,Premier League,NED,Midfilder,134,6
2466000.0,32,Real San Sebastian,La Liga,ESP,Midfilder,354,3
2466000.0,22,Borussia Dortmund,Bundesliga,GER,Defender,94,4
2466000.0,33,Valladolid,La Liga,ESP,Midfilder,408,0
2431000.0,29,Lazio,Serie A,BRA,Forward,308,2
2431000.0,21,Milan,Serie A,BEL,Forward,94,8
2418000.0,29,Capitoline,Serie A,ESP,Defender,273,10
2397000.0,29,Juventus,Serie A,ITA,Goalkeeper,269,2
2397000.0,29,Juventus,Serie A,ITA,Defender,206,39
2397000.0,28,Inter,Serie A,ITA,Midfilder,201,7
2397000.0,30,Torino,Serie A,SUI,Defender,336,98
2397000.0,25,Atalanta,Serie A,CIV,Forward,202,10
2397000.0,28,Lazio,Serie A,ITA,Defender,383,2
2397000.0,33,Fiorentina,Serie A,ITA,Midfilder,376,14
2397000.0,25,Parthenope,Serie A,ITA,Goalkeeper,112,2
2392000.0,26,PSG,Ligue 1 Uber Eats,ESP,Midfilder,206,15
2392000.0,26,Torino,Serie A,RUS,Midfilder,218,41
2392000.0,27,Empoli,Serie A,CRO,Forward,218,24
2392000.0,27,Parthenope,Serie A,ARG,Forward,277,5
2381000.0,33,Villarreal,La Liga,ESP,Midfilder,478,4
2376000.0,28,OM,Ligue 1 Uber Eats,COD,Defender,212,66
2364000.0,31,Borussia M'gladbach,Bundesliga,GER,Midfilder,321,12
2364000.0,22,Hoffenheim,Bundesliga,TUR,Defender,93,17
2340000.0,26,Brentford,Premier League,ENG,Forward,305,0
2340000.0,25,Leeds,Premier League,DEN,Defender,162,8
2340000.0,26,Aston Villa,Premier League,ENG,Forward,298,7
2340000.0,32,Newcastle,Premier League,SCO,Defender,469,16
2340000.0,28,Brighton,Premier League,ENG,Defender,224,0
2340000.0,27,Bournemouth,Premier League,COL,Midfilder,319,33
2340000.0,30,Newcastle,Premier League,SUI,Defender,276,71
2340000.0,33,Newcastle,Premier League,SVK,Goalkeeper,331,29
2340000.0,19,Man City,Premier League,ARG,Midfilder,22,0
2340000.0,22,Rennes,Ligue 1 Uber Eats,ENG,Defender,107,0
2340000.0,30,Nottm Forest,Premier League,SUI,Midfilder,375,46
2340000.0,28,Bournemouth,Premier League,ENG,Defender,193,0
2340000.0,21,Brighton,Premier League,GHA,Defender,56,0
2340000.0,22,Crystal Palace,Premier League,MLI,Midfilder,122,8
2340000.0,26,Brentford,Premier League,DEN,Midfilder,191,19
2340000.0,22,Crystal Palace,Premier League,ENG,Defender,92,3
2340000.0,30,Girona,La Liga,ESP,Midfilder,326,0
2340000.0,24,Nottm Forest,Premier League,BEL,Midfilder,131,2
2340000.0,22,Bournemouth,Premier League,GHA,Forward,124,1
2340000.0,20,Crystal Palace,Premier League,FRA,Forward,100,0
2340000.0,23,Brentford,Premier League,CMR,Midfilder,169,0
2340000.0,19,Liverpool,Premier League,ENG,Midfilder,57,0
2340000.0,20,Bournemouth,Premier League,UKR,Defender,50,22
2340000.0,25,Bournemouth,Premier League,ARG,Defender,127,1
2340000.0,25,Wolves,Premier League,AUT,Forward,141,15
2340000.0,34,Fulham,Premier League,BRA,Midfilder,457,70
2340000.0,23,Nottm Forest,Premier League,ENG,Midfilder,170,0
2340000.0,24,Crystal Palace,Premier League,ENG,Midfilder,178,0
2340000.0,24,Brentford,Premier League,NOR,Defender,217,26
2340000.0,25,Crystal Palace,Premier League,NED,Defender,152,3
2340000.0,24,Leeds,Premier League,AUT,Defender,163,9
2340000.0,29,Crystal Palace,Premier League,ENG,Goalkeeper,311,3
2340000.0,25,Nottm Forest,Premier League,NGA,Forward,163,4
2340000.0,26,Leicester,Premier League,TUR,Defender,176,48
2340000.0,24,Bournemouth,Premier League,ENG,Forward,181,1
2340000.0,26,Bournemouth,Premier League,DEN,Midfilder,197,3
2340000.0,31,Everton,Premier League,ENG,Midfilder,353,13
2297000.0,30,Villarreal,La Liga,ESP,Forward,372,17
2288000.0,30,Man UFC,Premier League,NED,Forward,329,13
2264000.0,29,Benfica,Primiera Liga,POR,Midfilder,283,50
2242000.0,23,OM,Ligue 1 Uber Eats,FRA,Midfilder,151,6
2242000.0,22,Torino,Serie A,NED,Defender,153,0
2236000.0,26,Wolves,Premier League,ESP,Midfilder,256,9
2235000.0,29,PSG,Ligue 1 Uber Eats,ESP,Goalkeeper,204,1
2235000.0,35,Vigo,La Liga,ESP,Forward,489,18
2235000.0,31,Vigo,La Liga,ESP,Defender,375,0
2235000.0,33,OL,Ligue 1 Uber Eats,CRO,Defender,371,70
2233000.0,28,Lazio,Serie A,ITA,Midfilder,212,0
2233000.0,25,Fiorentina,Serie A,ITA,Midfilder,154,4
2233000.0,27,Torino,Serie A,POL,Midfilder,265,41
2211000.0,18,Atalanta,Serie A,ITA,Defender,19,1
2207000.0,25,Capitoline,Serie A,TUR,Defender,220,32
2207000.0,32,Inter,Serie A,ITA,Defender,316,36
2207000.0,27,Parthenope,Serie A,SVK,Midfilder,309,40
2207000.0,23,Atalanta,Serie A,BRA,Midfilder,91,0
2199000.0,28,Real Hispalis,La Liga,ARG,Midfilder,258,24
2195000.0,25,A. Bilbao,La Liga,ESP,Goalkeeper,211,25
2184000.0,24,Everton,Premier League,ENG,Midfilder,142,0
2155000.0,24,FC Augsburg,Bundesliga,GER,Forward,155,0
2154000.0,28,Hoffenheim,Bundesliga,TOG,Midfilder,222,26
2149000.0,28,Vigo,La Liga,ARG,Midfilder,182,4
2149000.0,24,Fiorentina,Serie A,CRO,Midfilder,182,33
2149000.0,30,OL,Ligue 1 Uber Eats,ARG,Defender,314,40
2149000.0,30,Schalke 04,Bundesliga,GER,Goalkeeper,302,0
2149000.0,30,Borussia M'gladbach,Bundesliga,AUT,Defender,342,37
2149000.0,19,Borussia Dortmund,Bundesliga,USA,Midfilder,63,12
2149000.0,22,FC Bayern,Bundesliga,CRO,Defender,56,5
2149000.0,32,FC Augsburg,Bundesliga,GER,Defender,295,0
2149000.0,26,Borussia M'gladbach,Bundesliga,GER,Defender,203,0
2149000.0,21,Bologna,Serie A,NED,Forward,85,0
2149000.0,25,RB Leipzig,Bundesliga,GER,Defender,135,7
2149000.0,29,Eintracht Frankfurt,Bundesliga,ARG,Forward,264,9
2149000.0,32,FC Bayern,Bundesliga,NED,Defender,333,91
2149000.0,30,FC Bayern,Bundesliga,SEN,Defender,247,13
2143000.0,26,Real San Sebastian,La Liga,ESP,Midfilder,225,11
2129000.0,37,Villarreal,La Liga,ESP,Defender,550,58
2095000.0,29,OM,Ligue 1 Uber Eats,FRA,Defender,218,4
2084000.0,31,Sevilla,La Liga,MAR,Goalkeeper,247,43
2080000.0,35,Getafe,La Liga,ESP,Goalkeeper,375,1
2080000.0,28,Arsenal,Premier League,USA,Goalkeeper,129,17
2080000.0,24,Nottm Forest,Premier League,NGA,Midfilder,151,7
2080000.0,21,Nottm Forest,Premier League,WAL,Defender,34,21
2080000.0,27,Fulham,Premier League,ENG,Midfilder,191,0
2080000.0,37,Man City,Premier League,ENG,Goalkeeper,472,4
2080000.0,21,Everton,Premier League,ENG,Midfilder,84,0
2080000.0,26,Leeds,Premier League,GER,Defender,211,8
2080000.0,21,Leeds,Premier League,USA,Midfilder,127,22
2080000.0,20,Southampton,Premier League,FRA,Forward,38,0
2080000.0,20,Southampton,Premier League,IRL,Goalkeeper,84,10
2080000.0,32,Crystal Palace,Premier League,ENG,Defender,391,0
2080000.0,22,Man City,Premier League,ESP,Defender,123,0
2080000.0,25,Brentford,Premier League,ENG,Defender,196,0
2080000.0,24,Brentford,Premier League,GER,Midfilder,138,0
2080000.0,30,Crystal Palace,Premier League,GHA,Forward,387,81
2080000.0,25,Fulham,Premier League,WAL,Forward,169,39
2080000.0,28,Brentford,Premier League,DEN,Midfilder,239,17
2080000.0,20,Man UFC,Premier League,SWE,Midfilder,28,5
2080000.0,22,Leeds,Premier League,FRA,Goalkeeper,115,0
2080000.0,29,Wolves,Premier League,POR,Goalkeeper,247,0
2080000.0,21,Nottm Forest,Premier League,WAL,Forward,97,13
2080000.0,23,Southampton,Premier League,FRA,Midfilder,96,0
2080000.0,31,Brentford,Premier League,SWE,Defender,336,27
2080000.0,21,Arsenal,Premier League,FRA,Defender,90,5
2080000.0,35,Everton,Premier League,BIH,Goalkeeper,346,63
2080000.0,22,Wolves,Premier League,POR,Forward,88,3
2080000.0,20,Everton,Premier League,SCO,Defender,19,10
2080000.0,24,Southampton,Premier League,FRA,Defender,113,0
2080000.0,20,Bournemouth,Premier League,BFA,Forward,54,8
2080000.0,26,Arsenal,Premier League,ENG,Defender,112,0
2080000.0,26,Brentford,Premier League,ESP,Goalkeeper,232,1
2080000.0,23,Leeds,Premier League,NED,Defender,68,0
2080000.0,28,Newcastle,Premier League,ESP,Defender,202,0
2080000.0,18,Southampton,Premier League,BEL,Midfilder,0,0
2080000.0,23,Southampton,Premier League,GHA,Defender,123,0
2080000.0,26,Everton,Premier League,JAM,Midfilder,256,0
2080000.0,27,Brentford,Premier League,ALB,Goalkeeper,175,19
2080000.0,29,Man UFC,Premier League,ENG,Goalkeeper,272,9
2080000.0,22,Arsenal,Premier League,ENG,Midfilder,67,0
2080000.0,30,Newcastle,Premier League,WAL,Defender,231,5
2080000.0,20,Southampton,Premier League,GER,Defender,66,0
2080000.0,32,Nottm Forest,Premier League,SEN,Defender,451,77
2080000.0,35,Bournemouth,Premier League,IRL,Goalkeeper,403,50
2080000.0,23,Crystal Palace,Premier League,ENG,Defender,66,2
2078000.0,29,Fiorentina,Serie A,GHA,Midfilder,269,9
2073000.0,35,Salernitana,Serie A,ITA,Defender,517,54
2063000.0,29,Rennes,Ligue 1 Uber Eats,CMR,Forward,338,50
2059000.0,31,FC Porto,Primiera Liga,COL,Midfilder,322,43
2045000.0,32,Leeds,Premier League,ESP,Goalkeeper,183,0
2017000.0,28,SC Freiburg,Bundesliga,GER,Defender,299,46
1995000.0,21,Borussia M'gladbach,Bundesliga,FRA,Midfilder,82,0
1991000.0,28,Parthenope,Serie A,KOS,Defender,254,48
1991000.0,24,Atalanta,Serie A,NGA,Midfilder,167,4
1991000.0,31,Atalanta,Serie A,COL,Forward,338,44
1980000.0,35,Valencia,La Liga,URU,Forward,479,133
1977000.0,30,Hoffenheim,Bundesliga,GER,Defender,343,0
1966000.0,30,Real Hispalis,La Liga,POR,Midfilder,303,73
1966000.0,26,Torino,Serie A,AUT,Defender,209,36
1950000.0,28,OM,Ligue 1 Uber Eats,FRA,Defender,228,0
1933000.0,25,Real San Sebastian,La Liga,ESP,Forward,237,21
1914000.0,28,Inter,Serie A,BRA,Defender,202,0
1914000.0,30,Fiorentina,Serie A,ITA,Defender,323,13
1914000.0,24,Torino,Serie A,FRA,Forward,144,0
