@relation R_data_frame

@attribute Year numeric
@attribute Station {Ambagan_ctg,Barisal,Bhola,Bogra,Chandpur,Chittagong,Comilla,CoxsBazar,Dhaka,Dinajpur,Faridpur,Feni,Hatiya,Ishurdi,Jessore,Khepupara,Khulna,Kutubdia,M.court,Madaripur,Mongla,Mymensingh,Patuakhali,Rajshahi,Rangamati,Rangpur,Sandwip,Satkhira,Sitakunda,Srimangal,Sylhet,Tangail,Teknaf}
@attribute Month {April,August,December,February,January,July,June,March,May,November,October,September}
@attribute Rainfall numeric

@data
1993,CoxsBazar,June,835
1993,CoxsBazar,July,677
1993,CoxsBazar,August,736
1993,CoxsBazar,September,248
1993,CoxsBazar,October,165
1993,CoxsBazar,November,39
1993,CoxsBazar,December,0
1993,Dhaka,January,0
1993,Dhaka,February,52
1993,Dhaka,March,88
1993,Dhaka,April,113
1993,Dhaka,May,556
1993,Dhaka,June,504
1993,Dhaka,July,421
1993,Dhaka,August,432
1993,Dhaka,September,417
1993,Dhaka,October,217
1993,Dhaka,November,19
1993,Dhaka,December,0
1993,Dinajpur,January,42
1993,Dinajpur,February,0
1993,Dinajpur,March,29
1993,Dinajpur,April,82
1993,Dinajpur,May,308
1993,Dinajpur,June,495
1993,Dinajpur,July,218
1993,Dinajpur,August,565
1993,Dinajpur,September,361
1993,Dinajpur,October,64
1993,Dinajpur,November,15
1993,Dinajpur,December,0
1993,Faridpur,January,0
1993,Faridpur,February,57
1993,Faridpur,March,48
1993,Faridpur,April,179
1993,Faridpur,May,154
1993,Faridpur,June,514
1993,Faridpur,July,223
1993,Faridpur,August,352
1993,Faridpur,September,409
1993,Faridpur,October,320
1993,Faridpur,November,0
1993,Faridpur,December,0
1993,Feni,January,0
1993,Feni,February,146
1993,Feni,March,183
1993,Feni,April,383
1993,Feni,May,525
1993,Feni,June,656
1993,Feni,July,616
1993,Feni,August,784
1993,Feni,September,358
1993,Feni,October,249
1993,Feni,November,12
1993,Feni,December,0
1993,Hatiya,January,2
1993,Hatiya,February,29
1993,Hatiya,March,275
1993,Hatiya,April,64
1993,Hatiya,May,0
1993,Hatiya,June,0
1993,Hatiya,July,0
1993,Hatiya,August,0
1993,Hatiya,September,29
1993,Hatiya,October,85
1993,Hatiya,November,11
1993,Hatiya,December,0
1993,Ishurdi,January,2
1993,Ishurdi,February,6
1993,Ishurdi,March,53
1993,Ishurdi,April,120
1993,Ishurdi,May,213
1993,Ishurdi,June,299
1993,Ishurdi,July,248
1993,Ishurdi,August,189
1993,Ishurdi,September,358
1993,Ishurdi,October,102
1993,Ishurdi,November,22
1993,Ishurdi,December,0
1993,Jessore,January,0
1993,Jessore,February,33
1993,Jessore,March,115
1993,Jessore,April,147
1993,Jessore,May,132
1993,Jessore,June,437
1993,Jessore,July,327
1993,Jessore,August,213
1993,Jessore,September,336
1993,Jessore,October,58
1993,Jessore,November,4
1993,Jessore,December,0
1993,Khepupara,January,9
1993,Khepupara,February,33
1993,Khepupara,March,362
1993,Khepupara,April,88
1993,Khepupara,May,223
1993,Khepupara,June,635
1993,Khepupara,July,308
1993,Khepupara,August,493
1993,Khepupara,September,276
1993,Khepupara,October,202
1993,Khepupara,November,25
1993,Khepupara,December,0
1993,Khulna,January,70
1993,Khulna,February,52
1993,Khulna,March,127
1993,Khulna,April,69
1993,Khulna,May,211
1993,Khulna,June,638
1993,Khulna,July,288
1993,Khulna,August,290
1993,Khulna,September,196
1993,Khulna,October,124
1993,Khulna,November,14
1993,Khulna,December,0
1993,Kutubdia,January,51
1993,Kutubdia,February,82
1993,Kutubdia,March,135
1993,Kutubdia,April,91
1993,Kutubdia,May,312
1993,Kutubdia,June,831
1993,Kutubdia,July,476
1993,Kutubdia,August,664
1993,Kutubdia,September,245
1993,Kutubdia,October,144
1993,Kutubdia,November,52
1993,Kutubdia,December,0
1993,M.court,January,1
1993,M.court,February,77
1993,M.court,March,380
1993,M.court,April,128
1993,M.court,May,496
1993,M.court,June,557
1993,M.court,July,502
1993,M.court,August,732
1993,M.court,September,332
1993,M.court,October,228
1993,M.court,November,8
1993,M.court,December,0
1993,Madaripur,January,0
1993,Madaripur,February,29
1993,Madaripur,March,127
1993,Madaripur,April,133
1993,Madaripur,May,345
1993,Madaripur,June,370
1993,Madaripur,July,405
1993,Madaripur,August,331
1993,Madaripur,September,359
1993,Madaripur,October,44
1993,Madaripur,November,41
1993,Madaripur,December,0
1993,Mongla,January,9
1993,Mongla,February,21
1993,Mongla,March,167
1993,Mongla,April,72
1993,Mongla,May,186
1993,Mongla,June,424
1993,Mongla,July,225
1993,Mongla,August,379
1993,Mongla,September,243
1993,Mongla,October,91
1993,Mongla,November,36
1993,Mongla,December,0
1993,Mymensingh,January,69
1993,Mymensingh,February,13
1993,Mymensingh,March,44
1993,Mymensingh,April,183
1993,Mymensingh,May,350
1993,Mymensingh,June,811
1993,Mymensingh,July,512
1993,Mymensingh,August,478
1993,Mymensingh,September,524
1993,Mymensingh,October,229
1993,Mymensingh,November,0
1993,Mymensingh,December,0
1993,Patuakhali,January,24
1993,Patuakhali,February,27
1993,Patuakhali,March,143
1993,Patuakhali,April,148
1993,Patuakhali,May,223
1993,Patuakhali,June,563
1993,Patuakhali,July,572
1993,Patuakhali,August,671
1993,Patuakhali,September,363
1993,Patuakhali,October,100
1993,Patuakhali,November,45
1993,Patuakhali,December,0
1993,Rajshahi,January,0
1993,Rajshahi,February,5
1993,Rajshahi,March,55
1993,Rajshahi,April,70
1993,Rajshahi,May,65
1993,Rajshahi,June,477
1993,Rajshahi,July,247
1993,Rajshahi,August,177
1993,Rajshahi,September,316
1993,Rajshahi,October,157
1993,Rajshahi,November,54
1993,Rajshahi,December,0
1993,Rangamati,January,0
1993,Rangamati,February,151
1993,Rangamati,March,201
1993,Rangamati,April,139
1993,Rangamati,May,475
1993,Rangamati,June,784
1993,Rangamati,July,959
1993,Rangamati,August,730
1993,Rangamati,September,278
1993,Rangamati,October,152
1993,Rangamati,November,9
1993,Rangamati,December,0
1993,Rangpur,January,49
1993,Rangpur,February,0
1993,Rangpur,March,30
1993,Rangpur,April,62
1993,Rangpur,May,190
1993,Rangpur,June,633
1993,Rangpur,July,499
1993,Rangpur,August,572
1993,Rangpur,September,358
1993,Rangpur,October,91
1993,Rangpur,November,26
1993,Rangpur,December,0
1993,Sandwip,January,20
1993,Sandwip,February,127
1993,Sandwip,March,293
1993,Sandwip,April,106
1993,Sandwip,May,463
1993,Sandwip,June,705
1993,Sandwip,July,604
1993,Sandwip,August,669
1993,Sandwip,September,309
1993,Sandwip,October,125
1993,Sandwip,November,1
1993,Sandwip,December,0
1993,Satkhira,January,17
1993,Satkhira,February,57
1993,Satkhira,March,57
1993,Satkhira,April,71
1993,Satkhira,May,203
1993,Satkhira,June,290
1993,Satkhira,July,251
1993,Satkhira,August,235
1993,Satkhira,September,430
1993,Satkhira,October,160
1993,Satkhira,November,29
1993,Satkhira,December,0
1993,Sitakunda,January,1
1993,Sitakunda,February,92
1993,Sitakunda,March,246
1993,Sitakunda,April,145
1993,Sitakunda,May,743
1993,Sitakunda,June,654
1993,Sitakunda,July,560
1993,Sitakunda,August,737
1993,Sitakunda,September,291
1993,Sitakunda,October,129
1993,Sitakunda,November,7
1993,Sitakunda,December,0
1993,Srimangal,January,2
1993,Srimangal,February,83
1993,Srimangal,March,50
1993,Srimangal,April,143
1993,Srimangal,May,363
1993,Srimangal,June,748
1993,Srimangal,July,478
1993,Srimangal,August,369
1993,Srimangal,September,338
1993,Srimangal,October,113
1993,Srimangal,November,30
1993,Srimangal,December,0
1993,Sylhet,January,35
1993,Sylhet,February,149
1993,Sylhet,March,96
1993,Sylhet,April,261
1993,Sylhet,May,587
1993,Sylhet,June,1099
1993,Sylhet,July,1174
1993,Sylhet,August,471
1993,Sylhet,September,702
1993,Sylhet,October,153
1993,Sylhet,November,2
1993,Sylhet,December,0
1993,Tangail,January,3
1993,Tangail,February,16
1993,Tangail,March,46
1993,Tangail,April,150
1993,Tangail,May,390
1993,Tangail,June,509
1993,Tangail,July,477
1993,Tangail,August,258
1993,Tangail,September,513
1993,Tangail,October,216
1993,Tangail,November,1
1993,Tangail,December,0
1993,Teknaf,January,1
1993,Teknaf,February,85
1993,Teknaf,March,94
1993,Teknaf,April,49
1993,Teknaf,May,526
1993,Teknaf,June,1333
1993,Teknaf,July,702
1993,Teknaf,August,1337
1993,Teknaf,September,350
1993,Teknaf,October,127
1993,Teknaf,November,2
1993,Teknaf,December,0
1994,Barisal,January,4
1994,Barisal,February,13
1994,Barisal,March,92
1994,Barisal,April,101
1994,Barisal,May,178
1994,Barisal,June,571
1994,Barisal,July,202
1994,Barisal,August,378
1994,Barisal,September,144
1994,Barisal,October,87
1994,Barisal,November,7
1994,Barisal,December,0
1994,Bhola,January,2
1994,Bhola,February,13
1994,Bhola,March,110
1994,Bhola,April,60
1994,Bhola,May,230
1994,Bhola,June,559
1994,Bhola,July,328
1994,Bhola,August,355
1994,Bhola,September,87
1994,Bhola,October,40
1994,Bhola,November,5
1994,Bhola,December,0
1994,Bogra,January,14
1994,Bogra,February,26
1994,Bogra,March,4
1994,Bogra,April,32
1994,Bogra,May,156
1994,Bogra,June,305
1994,Bogra,July,165
1994,Bogra,August,208
1994,Bogra,September,268
1994,Bogra,October,199
1994,Bogra,November,5
1994,Bogra,December,0
1994,Chandpur,January,8
1994,Chandpur,February,9
1994,Chandpur,March,85
1994,Chandpur,April,310
1994,Chandpur,May,178
1994,Chandpur,June,287
1994,Chandpur,July,169
1994,Chandpur,August,383
1994,Chandpur,September,98
1994,Chandpur,October,44
1994,Chandpur,November,1
1994,Chandpur,December,0
1994,Chittagong,January,7
1994,Chittagong,February,8
1994,Chittagong,March,194
1994,Chittagong,April,262
1994,Chittagong,May,208
1994,Chittagong,June,581
1994,Chittagong,July,380
1994,Chittagong,August,397
1994,Chittagong,September,100
1994,Chittagong,October,101
1994,Chittagong,November,20
1994,Chittagong,December,0
1994,Comilla,January,10
1994,Comilla,February,11
1994,Comilla,March,124
1994,Comilla,April,150
1994,Comilla,May,185
1994,Comilla,June,431
1994,Comilla,July,116
1994,Comilla,August,245
1994,Comilla,September,91
1994,Comilla,October,20
1994,Comilla,November,1
1994,Comilla,December,0
1994,CoxsBazar,January,5
1994,CoxsBazar,February,18
1994,CoxsBazar,March,239
1994,CoxsBazar,April,237
1994,CoxsBazar,May,309
1994,CoxsBazar,June,1022
1994,CoxsBazar,July,768
1994,CoxsBazar,August,520
1994,CoxsBazar,September,265
1994,CoxsBazar,October,88
1994,CoxsBazar,November,32
1994,CoxsBazar,December,0
1994,Dhaka,January,13
1994,Dhaka,February,54
1994,Dhaka,March,115
1994,Dhaka,April,201
1994,Dhaka,May,254
1994,Dhaka,June,266
1994,Dhaka,July,153
1994,Dhaka,August,246
1994,Dhaka,September,169
1994,Dhaka,October,55
1994,Dhaka,November,14
1994,Dhaka,December,0
1994,Dinajpur,January,23
1994,Dinajpur,February,22
1994,Dinajpur,March,0
1994,Dinajpur,April,50
1994,Dinajpur,May,146
1994,Dinajpur,June,294
1994,Dinajpur,July,148
1994,Dinajpur,August,122
1994,Dinajpur,September,248
1994,Dinajpur,October,89
1994,Dinajpur,November,0
1994,Dinajpur,December,0
1994,Faridpur,January,11
1994,Faridpur,February,31
1994,Faridpur,March,44
1994,Faridpur,April,134
1994,Faridpur,May,197
1994,Faridpur,June,258
1994,Faridpur,July,246
1994,Faridpur,August,248
1994,Faridpur,September,107
1994,Faridpur,October,66
1994,Faridpur,November,2
1994,Faridpur,December,0
1994,Feni,January,2
1994,Feni,February,3
1994,Feni,March,56
1994,Feni,April,354
1994,Feni,May,178
1994,Feni,June,534
1994,Feni,July,228
1994,Feni,August,357
1994,Feni,September,230
1994,Feni,October,55
1994,Feni,November,6
1994,Feni,December,0
1994,Hatiya,January,0
1994,Hatiya,February,10
1994,Hatiya,March,49
1994,Hatiya,April,105
1994,Hatiya,May,152
1994,Hatiya,June,644
1994,Hatiya,July,555
1994,Hatiya,August,379
1994,Hatiya,September,0
1994,Hatiya,October,0
1994,Hatiya,November,0
1994,Hatiya,December,0
1994,Ishurdi,January,24
1994,Ishurdi,February,45
1994,Ishurdi,March,3
1994,Ishurdi,April,31
1994,Ishurdi,May,155
1994,Ishurdi,June,336
1994,Ishurdi,July,111
1994,Ishurdi,August,150
1994,Ishurdi,September,99
1994,Ishurdi,October,80
1994,Ishurdi,November,2
1994,Ishurdi,December,0
1994,Jessore,January,10
1994,Jessore,February,31
1994,Jessore,March,1
1994,Jessore,April,51
1994,Jessore,May,175
1994,Jessore,June,365
1994,Jessore,July,225
1994,Jessore,August,253
1994,Jessore,September,83
1994,Jessore,October,64
1994,Jessore,November,2
1994,Jessore,December,0
1994,Khepupara,January,1
1994,Khepupara,February,2
1994,Khepupara,March,100
1994,Khepupara,April,228
1994,Khepupara,May,177
1994,Khepupara,June,671
1994,Khepupara,July,457
1994,Khepupara,August,494
1994,Khepupara,September,109
1994,Khepupara,October,172
1994,Khepupara,November,28
1994,Khepupara,December,0
1994,Khulna,January,1
1994,Khulna,February,15
1994,Khulna,March,0
1994,Khulna,April,105
1994,Khulna,May,115
1994,Khulna,June,239
1994,Khulna,July,210
1994,Khulna,August,217
1994,Khulna,September,160
1994,Khulna,October,63
1994,Khulna,November,5
1994,Khulna,December,0
1994,Kutubdia,January,9
1994,Kutubdia,February,10
1994,Kutubdia,March,327
1994,Kutubdia,April,262
1994,Kutubdia,May,227
1994,Kutubdia,June,618
1994,Kutubdia,July,746
1994,Kutubdia,August,379
1994,Kutubdia,September,172
1994,Kutubdia,October,58
1994,Kutubdia,November,23
1994,Kutubdia,December,0
1994,M.court,January,8
1994,M.court,February,10
1994,M.court,March,133
1994,M.court,April,430
1994,M.court,May,109
1994,M.court,June,980
1994,M.court,July,397
1994,M.court,August,634
1994,M.court,September,199
1994,M.court,October,4
1994,M.court,November,10
1994,M.court,December,0
1994,Madaripur,January,12
1994,Madaripur,February,15
1994,Madaripur,March,95
1994,Madaripur,April,166
1994,Madaripur,May,306
1994,Madaripur,June,399
1994,Madaripur,July,262
1994,Madaripur,August,204
1994,Madaripur,September,174
1994,Madaripur,October,30
1994,Madaripur,November,0
1994,Madaripur,December,0
1994,Mongla,January,4
1994,Mongla,February,18
1994,Mongla,March,40
1994,Mongla,April,149
1994,Mongla,May,139
1994,Mongla,June,344
1994,Mongla,July,278
1994,Mongla,August,380
1994,Mongla,September,123
1994,Mongla,October,130
1994,Mongla,November,3
1994,Mongla,December,0
1994,Mymensingh,January,8
1994,Mymensingh,February,59
1994,Mymensingh,March,123
1994,Mymensingh,April,77
1994,Mymensingh,May,202
1994,Mymensingh,June,251
1994,Mymensingh,July,227
1994,Mymensingh,August,323
1994,Mymensingh,September,202
1994,Mymensingh,October,132
1994,Mymensingh,November,0
1994,Mymensingh,December,0
1994,Patuakhali,January,3
1994,Patuakhali,February,10
1994,Patuakhali,March,92
1994,Patuakhali,April,267
1994,Patuakhali,May,122
1994,Patuakhali,June,706
1994,Patuakhali,July,400
1994,Patuakhali,August,701
1994,Patuakhali,September,158
1994,Patuakhali,October,140
1994,Patuakhali,November,13
1994,Patuakhali,December,0
1994,Rajshahi,January,18
1994,Rajshahi,February,36
1994,Rajshahi,March,5
1994,Rajshahi,April,31
1994,Rajshahi,May,115
1994,Rajshahi,June,237
1994,Rajshahi,July,171
1994,Rajshahi,August,206
1994,Rajshahi,September,171
1994,Rajshahi,October,130
1994,Rajshahi,November,22
1994,Rajshahi,December,0
1994,Rangamati,January,5
1994,Rangamati,February,6
1994,Rangamati,March,153
1994,Rangamati,April,207
1994,Rangamati,May,96
1994,Rangamati,June,243
1994,Rangamati,July,316
1994,Rangamati,August,266
1994,Rangamati,September,198
1994,Rangamati,October,109
1994,Rangamati,November,12
1994,Rangamati,December,0
1994,Rangpur,January,16
1994,Rangpur,February,29
1994,Rangpur,March,28
1994,Rangpur,April,49
1994,Rangpur,May,212
1994,Rangpur,June,427
1994,Rangpur,July,202
1994,Rangpur,August,97
1994,Rangpur,September,135
1994,Rangpur,October,106
1994,Rangpur,November,0
1994,Rangpur,December,0
1994,Sandwip,January,4
1994,Sandwip,February,0
1994,Sandwip,March,211
1994,Sandwip,April,230
1994,Sandwip,May,213
1994,Sandwip,June,833
1994,Sandwip,July,405
1994,Sandwip,August,487
1994,Sandwip,September,428
1994,Sandwip,October,107
1994,Sandwip,November,6
1994,Sandwip,December,0
1994,Satkhira,January,10
1994,Satkhira,February,30
1994,Satkhira,March,9
1994,Satkhira,April,169
1994,Satkhira,May,108
1994,Satkhira,June,300
1994,Satkhira,July,426
1994,Satkhira,August,326
1994,Satkhira,September,164
1994,Satkhira,October,69
1994,Satkhira,November,4
1994,Satkhira,December,0
1994,Sitakunda,January,12
1994,Sitakunda,February,5
1994,Sitakunda,March,246
1994,Sitakunda,April,385
1994,Sitakunda,May,202
1994,Sitakunda,June,504
1994,Sitakunda,July,316
1994,Sitakunda,August,533
1994,Sitakunda,September,232
1994,Sitakunda,October,83
1994,Sitakunda,November,6
1994,Sitakunda,December,0
1994,Srimangal,January,11
1994,Srimangal,February,43
1994,Srimangal,March,244
1994,Srimangal,April,162
1994,Srimangal,May,234
1994,Srimangal,June,186
1994,Srimangal,July,237
1994,Srimangal,August,365
1994,Srimangal,September,159
1994,Srimangal,October,132
1994,Srimangal,November,9
1994,Srimangal,December,0
1994,Sylhet,January,23
1994,Sylhet,February,43
1994,Sylhet,March,514
1994,Sylhet,April,326
1994,Sylhet,May,342
1994,Sylhet,June,584
1994,Sylhet,July,757
1994,Sylhet,August,573
1994,Sylhet,September,227
1994,Sylhet,October,145
1994,Sylhet,November,4
1994,Sylhet,December,0
1994,Tangail,January,22
1994,Tangail,February,56
1994,Tangail,March,79
1994,Tangail,April,163
1994,Tangail,May,406
1994,Tangail,June,342
1994,Tangail,July,170
1994,Tangail,August,228
1994,Tangail,September,137
1994,Tangail,October,122
1994,Tangail,November,20
1994,Tangail,December,0
1994,Teknaf,January,0
1994,Teknaf,February,0
1994,Teknaf,March,121
1994,Teknaf,April,125
1994,Teknaf,May,364
1994,Teknaf,June,1419
1994,Teknaf,July,1475
1994,Teknaf,August,1017
1994,Teknaf,September,350
1994,Teknaf,October,120
1994,Teknaf,November,70
1994,Teknaf,December,1
1995,Barisal,January,1
1995,Barisal,February,62
1995,Barisal,March,6
1995,Barisal,April,12
1995,Barisal,May,144
1995,Barisal,June,657
1995,Barisal,July,517
1995,Barisal,August,342
1995,Barisal,September,208
1995,Barisal,October,156
1995,Barisal,November,153
1995,Barisal,December,0
1995,Bhola,January,1
1995,Bhola,February,52
1995,Bhola,March,5
1995,Bhola,April,50
1995,Bhola,May,173
1995,Bhola,June,531
1995,Bhola,July,399
1995,Bhola,August,281
1995,Bhola,September,304
1995,Bhola,October,60
1995,Bhola,November,182
1995,Bhola,December,0
1995,Bogra,January,16
1995,Bogra,February,18
1995,Bogra,March,14
1995,Bogra,April,0
1995,Bogra,May,111
1995,Bogra,June,462
1995,Bogra,July,524
1995,Bogra,August,438
1995,Bogra,September,477
1995,Bogra,October,117
1995,Bogra,November,70
1995,Bogra,December,1
1995,Chandpur,January,2
1995,Chandpur,February,25
1995,Chandpur,March,0
1995,Chandpur,April,51
1995,Chandpur,May,177
1995,Chandpur,June,352
1995,Chandpur,July,430
1995,Chandpur,August,488
1995,Chandpur,September,239
1995,Chandpur,October,77
1995,Chandpur,November,184
1995,Chandpur,December,0
1995,Chittagong,January,0
1995,Chittagong,February,12
1995,Chittagong,March,18
1995,Chittagong,April,51
1995,Chittagong,May,268
1995,Chittagong,June,359
1995,Chittagong,July,685
1995,Chittagong,August,546
1995,Chittagong,September,129
1995,Chittagong,October,53
1995,Chittagong,November,323
1995,Chittagong,December,0
1995,Comilla,January,0
1995,Comilla,February,29
1995,Comilla,March,12
1995,Comilla,April,114
1995,Comilla,May,318
1995,Comilla,June,329
1995,Comilla,July,529
1995,Comilla,August,452
1995,Comilla,September,124
1995,Comilla,October,48
1995,Comilla,November,147
1995,Comilla,December,0
1995,CoxsBazar,January,0
1995,CoxsBazar,February,3
1995,CoxsBazar,March,8
1995,CoxsBazar,April,24
1995,CoxsBazar,May,401
1995,CoxsBazar,June,565
1995,CoxsBazar,July,977
1995,CoxsBazar,August,559
1995,CoxsBazar,September,463
1995,CoxsBazar,October,46
1995,CoxsBazar,November,409
1995,CoxsBazar,December,0
1995,Dhaka,January,8
1995,Dhaka,February,31
1995,Dhaka,March,0
1995,Dhaka,April,88
1995,Dhaka,May,264
1995,Dhaka,June,237
1995,Dhaka,July,354
1995,Dhaka,August,360
1995,Dhaka,September,205
1995,Dhaka,October,91
1995,Dhaka,November,112
1995,Dhaka,December,1
1995,Dinajpur,January,3
1995,Dinajpur,February,12
1995,Dinajpur,March,10
1995,Dinajpur,April,0
1995,Dinajpur,May,54
1995,Dinajpur,June,287
1995,Dinajpur,July,472
1995,Dinajpur,August,593
1995,Dinajpur,September,1026
1995,Dinajpur,October,77
1995,Dinajpur,November,74
1995,Dinajpur,December,5
1995,Faridpur,January,7
1995,Faridpur,February,8
1995,Faridpur,March,0
1995,Faridpur,April,45
1995,Faridpur,May,281
1995,Faridpur,June,395
1995,Faridpur,July,507
1995,Faridpur,August,366
1995,Faridpur,September,256
1995,Faridpur,October,42
1995,Faridpur,November,97
1995,Faridpur,December,2
1995,Feni,January,1
1995,Feni,February,61
1995,Feni,March,54
1995,Feni,April,87
1995,Feni,May,424
1995,Feni,June,639
1995,Feni,July,620
1995,Feni,August,549
1995,Feni,September,319
1995,Feni,October,33
1995,Feni,November,222
1995,Feni,December,0
1995,Ishurdi,January,8
1995,Ishurdi,February,24
1995,Ishurdi,March,20
1995,Ishurdi,April,1
1995,Ishurdi,May,105
1995,Ishurdi,June,215
1995,Ishurdi,July,224
1995,Ishurdi,August,307
1995,Ishurdi,September,345
1995,Ishurdi,October,8
1995,Ishurdi,November,70
1995,Ishurdi,December,3
1995,Jessore,January,17
1995,Jessore,February,25
1995,Jessore,March,18
1995,Jessore,April,5
1995,Jessore,May,88
1995,Jessore,June,196
1995,Jessore,July,279
1995,Jessore,August,288
1995,Jessore,September,270
1995,Jessore,October,95
1995,Jessore,November,113
1995,Jessore,December,3
1995,Khepupara,January,0
1995,Khepupara,February,14
1995,Khepupara,March,1
1995,Khepupara,April,6
1995,Khepupara,May,643
1995,Khepupara,June,546
1995,Khepupara,July,784
1995,Khepupara,August,397
1995,Khepupara,September,338
1995,Khepupara,October,273
1995,Khepupara,November,508
1995,Khepupara,December,0
1995,Khulna,January,8
1995,Khulna,February,112
1995,Khulna,March,34
1995,Khulna,April,18
1995,Khulna,May,182
1995,Khulna,June,306
1995,Khulna,July,356
1995,Khulna,August,504
1995,Khulna,September,278
1995,Khulna,October,86
1995,Khulna,November,162
1995,Khulna,December,0
1995,Kutubdia,January,0
1995,Kutubdia,February,0
1995,Kutubdia,March,46
1995,Kutubdia,April,35
1995,Kutubdia,May,399
1995,Kutubdia,June,583
1995,Kutubdia,July,809
1995,Kutubdia,August,387
1995,Kutubdia,September,286
1995,Kutubdia,October,70
1995,Kutubdia,November,433
1995,Kutubdia,December,0
1995,M.court,January,0
1995,M.court,February,19
1995,M.court,March,84
1995,M.court,April,149
1995,M.court,May,265
1995,M.court,June,375
1995,M.court,July,737
1995,M.court,August,651
1995,M.court,September,491
1995,M.court,October,63
1995,M.court,November,238
1995,M.court,December,0
1995,Madaripur,January,6
1995,Madaripur,February,32
1995,Madaripur,March,0
1995,Madaripur,April,72
1995,Madaripur,May,213
1995,Madaripur,June,601
1995,Madaripur,July,346
1995,Madaripur,August,508
1995,Madaripur,September,225
1995,Madaripur,October,87
1995,Madaripur,November,99
1995,Madaripur,December,0
1995,Mongla,January,4
1995,Mongla,February,70
1995,Mongla,March,11
1995,Mongla,April,9
1995,Mongla,May,208
1995,Mongla,June,304
1995,Mongla,July,244
1995,Mongla,August,268
1995,Mongla,September,302
1995,Mongla,October,148
1995,Mongla,November,229
1995,Mongla,December,0
1995,Mymensingh,January,10
1995,Mymensingh,February,19
1995,Mymensingh,March,29
1995,Mymensingh,April,81
1995,Mymensingh,May,285
1995,Mymensingh,June,565
1995,Mymensingh,July,682
1995,Mymensingh,August,528
1995,Mymensingh,September,230
1995,Mymensingh,October,115
1995,Mymensingh,November,101
1995,Mymensingh,December,0
1995,Patuakhali,January,5
1995,Patuakhali,February,60
1995,Patuakhali,March,8
1995,Patuakhali,April,41
1995,Patuakhali,May,279
1995,Patuakhali,June,744
1995,Patuakhali,July,682
1995,Patuakhali,August,428
1995,Patuakhali,September,317
1995,Patuakhali,October,244
1995,Patuakhali,November,251
1995,Patuakhali,December,0
1995,Rajshahi,January,17
1995,Rajshahi,February,31
1995,Rajshahi,March,9
1995,Rajshahi,April,8
1995,Rajshahi,May,91
1995,Rajshahi,June,291
1995,Rajshahi,July,287
1995,Rajshahi,August,270
1995,Rajshahi,September,370
1995,Rajshahi,October,13
1995,Rajshahi,November,44
1995,Rajshahi,December,1
1995,Rangamati,January,1
1995,Rangamati,February,7
1995,Rangamati,March,27
1995,Rangamati,April,44
1995,Rangamati,May,490
1995,Rangamati,June,339
1995,Rangamati,July,607
1995,Rangamati,August,351
1995,Rangamati,September,171
1995,Rangamati,October,146
1995,Rangamati,November,220
1995,Rangamati,December,0
1995,Rangpur,January,3
1995,Rangpur,February,3
1995,Rangpur,March,4
1995,Rangpur,April,1
1995,Rangpur,May,158
1995,Rangpur,June,369
1995,Rangpur,July,568
1995,Rangpur,August,388
1995,Rangpur,September,804
1995,Rangpur,October,51
1995,Rangpur,November,109
1995,Rangpur,December,3
1995,Sandwip,January,0
1995,Sandwip,February,65
1995,Sandwip,March,74
1995,Sandwip,April,37
1995,Sandwip,May,255
1995,Sandwip,June,381
1995,Sandwip,July,620
1995,Sandwip,August,143
1995,Sandwip,September,186
1995,Sandwip,October,148
1995,Sandwip,November,325
1995,Sandwip,December,0
1995,Satkhira,January,13
1995,Satkhira,February,42
1995,Satkhira,March,50
1995,Satkhira,April,1
1995,Satkhira,May,82
1995,Satkhira,June,351
1995,Satkhira,July,440
1995,Satkhira,August,232
1995,Satkhira,September,336
1995,Satkhira,October,57
1995,Satkhira,November,161
1995,Satkhira,December,0
1995,Sitakunda,January,3
1995,Sitakunda,February,11
1995,Sitakunda,March,36
1995,Sitakunda,April,98
1995,Sitakunda,May,275
1995,Sitakunda,June,503
1995,Sitakunda,July,572
1995,Sitakunda,August,414
1995,Sitakunda,September,182
1995,Sitakunda,October,85
1995,Sitakunda,November,280
1995,Sitakunda,December,0
1995,Srimangal,January,4
1995,Srimangal,February,32
1995,Srimangal,March,47
1995,Srimangal,April,80
1995,Srimangal,May,238
1995,Srimangal,June,569
1995,Srimangal,July,300
1995,Srimangal,August,433
1995,Srimangal,September,214
1995,Srimangal,October,116
1995,Srimangal,November,80
1995,Srimangal,December,0
1995,Sylhet,January,10
1995,Sylhet,February,29
1995,Sylhet,March,80
1995,Sylhet,April,176
1995,Sylhet,May,327
1995,Sylhet,June,941
1995,Sylhet,July,874
1995,Sylhet,August,832
1995,Sylhet,September,423
1995,Sylhet,October,79
1995,Sylhet,November,102
1995,Sylhet,December,0
1995,Tangail,January,12
1995,Tangail,February,56
1995,Tangail,March,9
1995,Tangail,April,34
1995,Tangail,May,215
1995,Tangail,June,350
1995,Tangail,July,372
1995,Tangail,August,356
1995,Tangail,September,246
1995,Tangail,October,109
1995,Tangail,November,92
1995,Tangail,December,1
1995,Teknaf,January,0
1995,Teknaf,February,3
1995,Teknaf,March,1
1995,Teknaf,April,63
1995,Teknaf,May,278
1995,Teknaf,June,1123
1995,Teknaf,July,1220
1995,Teknaf,August,622
1995,Teknaf,September,563
