P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
252.0,0.0,0.4816054,0.6626984,0.0,0.0645161,5.7263682,1.0,16300.0
2376.0,0.0038204,0.4745304,0.7483165,0.2933502,0.1883117,5.7965701,0.5172414,32500.0
232.0,0.0,0.5125628,0.7543103,0.0,0.0,5.2176166,0.0,17400.0
1216.0,0.0031469,0.5832168,0.5896382,0.1241776,0.0285714,5.5551102,0.25,42800.0
1724.0,0.0028677,0.5442442,0.7923434,0.0023202,0.2424242,6.6176713,0.625,63500.0
75.0,0.0,0.4911243,0.6933333,0.0,0.5,6.5230769,0.3333333,14999.0
79.0,0.0053191,0.5053191,0.7848101,0.0,0.0294118,4.9857143,1.0,17500.0
38.0,0.0,0.6022727,0.6315789,0.0,0.0,5.6666667,0.0,14999.0
141.0,0.0,0.4519231,0.8368794,0.0,0.1818182,6.1016949,0.5,17000.0
1158.0,0.0089307,0.5273796,0.9464594,0.0034542,0.5909091,8.4013962,0.5384615,182700.0
163.0,0.0,0.5633803,0.607362,0.0,0.0617284,5.9230769,1.0,42900.0
13369.0,0.081873,0.5363193,0.7758247,0.017952,0.1703297,6.5323469,0.2419355,200500.0
3228.0,0.0056549,0.5525678,0.7921314,0.0099133,0.35,6.1104318,0.4285714,66500.0
167.0,0.0,0.4827586,0.6826347,0.0,0.2631579,5.9133858,0.4,24200.0
319.0,0.0092486,0.5757225,0.815047,0.322884,0.6153846,6.8381295,0.875,55900.0
12993.0,0.0575426,0.4498311,0.7714154,0.1304549,0.2510232,4.5569689,0.1521739,116600.0
566.0,0.0090158,0.5244177,0.664311,0.0088339,0.0689655,6.4232955,1.0,83800.0
3156.0,0.031689,0.5306545,0.7319392,0.1080482,0.168,6.4050343,0.1904762,133000.0
16.0,0.0,0.4857143,0.875,0.0,0.3333333,6.2142857,0.0,48800.0
240.0,0.0074963,0.5202399,0.7541667,0.0041667,0.0,5.1582734,0.0,21700.0
487.0,0.0261022,0.1202018,0.3921971,0.0020534,0.0338983,7.5076142,0.5,55600.0
35.0,0.0123457,0.4320988,0.6857143,0.0,0.0,5.8484848,0.0,14999.0
192.0,0.0,0.518931,0.6770833,0.0052083,0.0,5.808642,0.0,32600.0
131.0,0.0317919,0.5,0.7251908,0.0,0.0,5.05,0.0,32200.0
242.0,0.0109689,0.464351,0.6239669,0.0,0.2159091,5.546875,0.9473684,14999.0
120.0,0.0,0.4920635,0.85,0.0,0.0,6.1869159,0.0,53300.0
2385.0,0.000705,0.4929503,0.6259958,0.0150943,0.1856061,6.2720876,0.8163265,24600.0
74.0,0.0042735,0.474359,0.7162162,0.1891892,0.0909091,5.9692308,1.0,14999.0
237.0,0.0,0.44,0.721519,0.0,0.0512821,5.1608392,1.0,14999.0
304.0,0.0,0.4588939,0.6348684,0.0,0.1206897,5.9955357,1.0,15000.0
161.0,0.0,0.3871681,0.6832298,0.0,0.0,5.765625,0.0,17600.0
787.0,0.0020182,0.4540868,0.6988564,0.0,0.2586207,6.2161716,0.8,29100.0
210.0,0.0055762,0.5130112,0.747619,0.0,0.2857143,6.164557,0.0,25400.0
2492.0,0.0104969,0.5680546,0.6308186,0.0096308,0.1153846,5.6668588,0.5,105100.0
187.0,0.0,0.4099485,0.7540107,0.0053476,0.0408163,5.1323529,1.0,14999.0
407.0,0.0063745,0.5091633,0.8009828,0.007371,0.0185874,5.4270833,0.8,46100.0
985.0,0.0028606,0.5063343,0.7106599,0.0020305,0.3902439,5.5394022,0.625,35600.0
19.0,0.0,0.5490196,0.6315789,0.0,0.0,2.3333333,0.0,14999.0
203.0,0.0,0.4581498,0.6600985,0.0,0.3243243,5.91875,0.75,14999.0
11667.0,0.0049656,0.4826889,0.680552,0.0199709,0.1515812,6.214787,0.4892086,25400.0
475.0,0.0,0.4803843,0.7494737,0.0189474,0.1111111,5.1111111,0.2,18400.0
4652.0,0.0128413,0.4967559,0.7495701,0.0184867,0.2444444,6.2814302,0.4,80500.0
732.0,0.0164591,0.536032,0.8551913,0.010929,0.3529412,6.9080119,0.6666667,62700.0
322.0,0.002004,0.4829659,0.8354037,0.0,0.6153846,5.9094203,0.75,37300.0
53.0,0.0,0.3933333,0.8113208,0.0,0.5,5.9142857,1.0,27100.0
112.0,0.0,0.496124,0.7142857,0.0,0.0,5.8148148,0.0,37600.0
68.0,0.0,0.4911243,0.6764706,0.0,0.05,5.4259259,0.0,14999.0
4032.0,0.6643244,0.5909245,0.7750496,0.0406746,0.1454545,4.6254392,0.125,229800.0
246.0,0.0028986,0.5144928,0.7926829,0.004065,0.2307692,5.8833333,0.6666667,30600.0
1793.0,0.0025282,0.4610434,0.665923,0.0089236,0.1504854,5.6162117,0.7096774,18600.0
1053.0,0.0018961,0.4952598,0.711301,0.0,0.1086957,6.4832664,0.6,46400.0
229.0,0.0097276,0.3949416,0.8340611,0.0043668,0.64,6.131068,0.5625,89100.0
1095.0,0.0122231,0.5534759,0.6456621,0.0063927,0.3275862,6.5979532,0.8157895,131400.0
239.0,0.0,0.4267631,0.5941423,0.0,0.137931,5.5060241,0.5,21000.0
6029.0,0.0251146,0.5988971,0.6926522,0.0278653,0.4134165,6.6787081,0.3433962,85300.0
85.0,0.0,0.481982,0.7058824,0.0,0.0,6.1692308,0.0,14999.0
437.0,0.0,0.4560703,0.7368421,0.0,0.125,6.2421875,1.0,43600.0
392.0,0.0041754,0.4916493,0.7066327,0.0306122,0.0571429,5.352349,0.0,21700.0
813.0,0.0052724,0.5443761,0.8167282,0.2066421,0.18,6.0562914,0.1111111,47600.0
444.0,0.0019436,0.3906706,0.6171171,0.3716216,0.1020408,5.4487179,1.0,16200.0
359.0,0.0032751,0.4694323,0.7409471,0.0,0.1212121,6.5038462,0.5,19200.0
63.0,0.0,0.3653846,0.5555556,0.0,0.0,5.6956522,0.0,20600.0
230.0,0.00491,0.4844517,0.7,0.1130435,0.0555556,5.63125,0.0,20200.0
100.0,0.0,0.4612795,0.77,0.0,0.2222222,6.2278481,0.5,20300.0
150.0,0.0,0.4760766,0.76,0.0,0.1818182,6.3238095,0.5,31900.0
131.0,0.0,0.4498645,0.7480916,0.3969466,0.2857143,5.6146789,0.8333333,22500.0
1517.0,0.0697295,0.5529384,0.8015821,0.0112063,0.2578125,8.6216018,0.6969697,325000.0
1154.0,0.0713547,0.4550155,0.644714,0.0017331,0.0961538,6.0662069,0.4,24700.0
420.0,0.0009852,0.4453202,0.6809524,0.3190476,0.1666667,5.6425993,1.0,24300.0
616.0,0.0012626,0.4974747,0.6996753,0.0048701,0.1590909,6.2629213,0.5714286,34200.0
448.0,0.0037279,0.4697111,0.6964286,0.0022321,0.0833333,5.7446154,0.5,18900.0
3094.0,0.0018236,0.4503325,0.7756949,0.0248869,0.169967,5.2698344,0.7961165,23400.0
838.0,0.0,0.4752475,0.6384248,0.0011933,0.0194363,6.2519201,0.0,156100.0
518.0,0.0033356,0.5170113,0.8108108,0.003861,0.1493506,6.3931624,0.4347826,151300.0
2747.0,0.0053438,0.5020391,0.673826,0.010557,0.1235955,6.4036179,0.2727273,75200.0
2176.0,0.0022321,0.4853896,0.6484375,0.035386,0.1604938,6.0296401,0.8974359,26900.0
451.0,0.0031923,0.5019952,0.8248337,0.0022173,0.3492063,5.3281654,0.4090909,35200.0
211.0,0.0018868,0.5188679,0.7156398,0.0,0.0714286,5.8552632,0.0,47400.0
4137.0,0.0039226,0.4451709,0.714044,0.1648538,0.2186441,5.5845817,0.7364341,30500.0
17770.0,0.0377934,0.5313229,0.7396736,0.022341,0.2383721,7.2286728,0.195122,115600.0
4612.0,0.0705464,0.5231575,0.8078925,0.0305724,0.257732,5.9206349,0.24,167300.0
25.0,0.0,0.6575342,0.84,0.0,0.1666667,6.375,0.0,137500.0
295.0,0.0,0.4929178,0.6881356,0.0542373,0.2285714,5.3253012,0.25,26500.0
222.0,0.0104895,0.4440559,0.6801802,0.3468468,0.1818182,5.5956284,1.0,22200.0
29.0,0.0120482,0.5060241,0.6896552,0.0,0.0,5.8076923,0.0,14999.0
243.0,0.0,0.4135472,0.654321,0.0,0.0638298,6.2096774,0.6666667,14999.0
62.0,0.0,0.5125,0.7258065,0.0,0.0,5.5,0.0,14999.0
337.0,0.0,0.4689737,0.7062315,0.0,0.2,6.8189655,0.5555556,41100.0
653.0,0.0005571,0.4562674,0.7075038,0.0015314,0.3333333,6.2986726,0.2,86900.0
332.0,0.0,0.5109223,0.6596386,0.003012,0.25,6.5541126,0.6666667,37000.0
8960.0,0.0041708,0.5131057,0.8127232,0.9149554,0.238422,6.4671217,0.2877698,49500.0
175.0,0.004386,0.4758772,0.7314286,0.0,0.25,5.6689655,0.25,17500.0
6500.0,0.0097663,0.496076,0.8847692,0.0133846,0.3090211,6.4531279,0.4782609,106200.0
6393.0,0.0076584,0.5144353,0.7622399,0.0183013,0.2039046,5.8239564,0.2659574,47800.0
1026.0,0.0008877,0.5694629,0.711501,0.0,0.0115658,5.2681704,0.4102564,60800.0
1971.0,0.001994,0.4322034,0.7808219,0.007103,0.1298701,5.3444909,0.8,23200.0
639.0,0.0012012,0.4204204,0.6807512,0.0,0.1428571,6.0798226,0.8,34900.0
321.0,0.0,0.5022676,0.7663551,0.0,0.1538462,6.2761506,1.0,20500.0
81.0,0.0050505,0.5151515,0.691358,0.0,0.0,5.7301587,0.0,26700.0
383.0,0.4500602,0.5475331,0.4856397,0.0704961,0.0,4.9152542,0.0,62800.0
718.0,0.0,0.4685864,0.7548747,0.0,0.25,5.8822464,0.5555556,38000.0
176.0,0.0,0.5801105,0.6136364,0.0,0.0253968,6.2206897,0.8333333,232300.0
1246.0,0.0036697,0.3992661,0.6950241,0.0016051,0.1031847,4.8789062,0.6049383,41300.0
1464.0,0.0106528,0.5208959,0.7096995,0.0389344,0.2045455,6.5158807,0.2222222,67100.0
2410.0,0.0066997,0.545587,0.8344398,0.0107884,0.1764706,6.6078522,0.6666667,90300.0
123.0,0.0033898,0.4338983,0.6504065,0.0,0.2777778,5.9247312,1.0,14999.0
620.0,0.0,0.5080738,0.7983871,0.0,0.2083333,6.5009709,1.0,41100.0
1816.0,0.0041639,0.4120096,0.6040749,0.0242291,0.1461988,5.9106599,0.64,24700.0
549.0,0.0044248,0.5829646,0.9234973,0.0692168,0.4,7.9850467,0.0,144100.0
568.0,0.0,0.4876943,0.7570423,0.0,0.0833333,6.5055432,0.5,34600.0
143.0,0.002611,0.383812,0.6363636,0.0,0.375,6.057377,0.6666667,14999.0
237.0,0.0017094,0.4957265,0.7130802,0.0084388,0.4444444,5.8324873,0.25,34600.0
417.0,0.0037279,0.499534,0.7002398,0.0,0.0921053,5.6477273,0.7142857,31400.0
166.0,0.0,0.4540682,0.6626506,0.2289157,0.2173913,5.0701754,1.0,14999.0
2844.0,0.0059286,0.49942,0.6206048,0.0017581,0.3584071,6.1382813,0.0864198,40000.0
1158.0,0.0012903,0.4425806,0.6917098,0.2849741,0.1590909,5.5280136,0.5,25600.0
933.0,0.0119597,0.4821653,0.8370847,0.0042872,0.1034483,4.5601266,1.0,49000.0
13179.0,0.0045194,0.4883639,0.6943622,0.038015,0.1719925,6.2524991,0.6557377,24100.0
3304.0,0.0176331,0.5184808,0.8220339,0.003632,0.45,8.4234964,0.3611111,225100.0
163.0,0.0056391,0.406015,0.803681,0.797546,0.0526316,5.4957983,1.0,23800.0
954.0,0.0014583,0.5333576,0.812369,0.0,0.1204819,5.9033079,0.4,47000.0
1382.0,0.0033333,0.45,0.6309696,0.0043415,0.1360294,5.4653361,0.9459459,19900.0
96.0,0.0,0.4568528,0.6145833,0.0,0.0123457,5.125,0.5,22100.0
39.0,0.0,0.4947368,0.6410256,0.5128205,0.0,5.0,0.0,18100.0
436.0,0.0008511,0.5276596,0.7706422,0.0,0.1388889,6.2275132,0.8,39000.0
63.0,0.0,0.5,0.6984127,0.0,0.2,6.2222222,0.0,29200.0
279.0,0.0030395,0.381459,0.6379928,0.0,0.3333333,5.9904762,1.0,14999.0
9997.0,0.0034389,0.4616961,0.7313194,0.0119036,0.1507491,5.632,0.4347826,44600.0
105.0,0.0,0.400722,0.7142857,0.0,0.04,4.7974684,1.0,14999.0
137.0,0.0,0.4548023,0.7372263,0.0,0.0454545,6.12,0.0,18800.0
1555.0,0.0010456,0.4184442,0.7594855,0.0,0.0918367,6.3570776,0.6666667,53000.0
219.0,0.0031104,0.4867807,0.7853881,0.2191781,0.1363636,5.3728814,0.3333333,24300.0
182.0,0.0021459,0.5386266,0.6373626,0.010989,0.173913,6.7214286,1.0,40900.0
155.0,0.0,0.4358108,0.516129,0.0,0.0714286,5.426087,0.5,14999.0
4101.0,0.0160618,0.5273966,0.6303341,0.0712021,0.1640212,6.324124,0.5,115600.0
166.0,0.0,0.5086849,0.686747,0.0,0.0,5.761194,0.0,18800.0
3616.0,0.0169052,0.5116703,0.8243916,0.0091261,0.636971,6.0367372,0.1713287,150800.0
2834.0,0.0005503,0.5033705,0.7300635,0.101976,0.1266667,6.3647329,0.4210526,49500.0
392.0,0.0023419,0.4555035,0.6071429,0.002551,0.1904762,5.7743191,0.75,26300.0
3247.0,0.011793,0.5607969,0.8059747,0.0218663,0.1061947,5.6819407,0.3333333,51200.0
385.0,0.0,0.5059037,0.8207792,0.0779221,0.1555556,6.1420118,0.0,14999.0
90.0,0.0,0.4751131,0.7,0.0444444,0.2727273,5.4516129,1.0,14999.0
521.0,0.0,0.5488372,0.8214971,0.0,0.4444444,6.0825688,0.25,53400.0
46.0,0.0,0.4803922,0.6086957,0.0,0.0588235,6.0294118,1.0,14999.0
46.0,0.0,0.4344262,0.7826087,0.0,0.0,5.9534884,0.0,14999.0
1188.0,0.0080929,0.5541872,0.6077441,0.0109428,0.0561331,5.7232877,0.5,58200.0
2301.0,0.0161597,0.5312104,0.7918296,0.0082573,0.362069,6.528382,0.1428571,73500.0
335.0,0.0010309,0.4742268,0.8029851,0.0,0.1538462,6.6278195,1.0,47200.0
71.0,0.0,0.5145631,0.7887324,0.0,0.0,6.6440678,0.0,35400.0
1030.0,0.0018634,0.4596273,0.7660194,0.0058252,0.2394366,5.224647,0.8235294,22000.0
173.0,0.0,0.5198238,0.8208092,0.0,0.5,6.8095238,0.0,67800.0
211.0,0.0,0.4247423,0.6208531,0.0,0.0909091,6.1488095,0.6,14999.0
508.0,0.0015748,0.5212598,0.738189,0.0019685,0.2857143,6.2598425,0.25,55100.0
303.0,0.0084746,0.4844633,0.679868,0.0,0.3333333,5.25,0.5,60000.0
909.0,0.0004585,0.4209078,0.5907591,0.0,0.2424242,6.0491159,0.9166667,17500.0
303.0,0.00125,0.40125,0.679868,0.0,0.2142857,5.9086957,0.6666667,20300.0
107.0,0.0,0.4640288,0.7009346,0.0,0.1,6.1428571,0.0,20300.0
4216.0,0.0205581,0.4896216,0.6159867,0.0023719,0.0939759,6.3839702,0.5897436,40400.0
35.0,0.0,0.4606742,0.6857143,0.0,0.25,5.3030303,1.0,14999.0
437.0,0.0015049,0.5613243,0.8558352,0.0022883,0.2307692,6.030303,0.1666667,70800.0
515.0,0.0006831,0.5054645,0.784466,0.1650485,0.3230769,5.7545692,0.4285714,46600.0
385.0,0.0009891,0.4490603,0.6805195,0.0051948,0.1333333,6.1960784,1.0,25700.0
1221.0,0.0006873,0.4652921,0.6781327,0.0,0.1222222,5.9472574,0.7272727,26900.0
580.0,0.0110032,0.5152104,0.8103448,0.0,0.2,6.8232044,0.5,60700.0
677.0,0.0005574,0.4487179,0.7163959,0.0605613,0.1,5.2763466,0.4444444,22300.0
368.0,0.0,0.4938272,0.7581522,0.0,0.3125,5.8410853,0.0,36500.0
71.0,0.0,0.494382,0.7183099,0.0140845,0.1333333,6.7301587,0.5,48100.0
6537.0,0.0128384,0.4874128,0.6972617,0.1332415,0.1213627,4.9429109,0.4152047,55100.0
569.0,0.0006784,0.4925373,0.7240773,0.0017575,0.1012658,5.986014,0.75,16200.0
24.0,0.0,0.3797468,0.6666667,0.0,0.6666667,6.5,1.0,14999.0
211.0,0.0,0.4500978,0.6445498,0.0,0.25,5.9591837,0.6666667,18300.0
6669.0,0.0058452,0.5117194,0.665767,0.0121457,0.0818414,6.2451598,0.40625,58500.0
55.0,0.013245,0.4304636,0.7090909,0.0,0.0833333,6.12,1.0,14999.0
151.0,0.0,0.5349462,0.7152318,0.0,0.25,5.7398374,1.0,30300.0
51.0,0.0122699,0.5582822,0.9411765,0.0392157,0.0,7.6595745,0.0,74500.0
6888.0,0.0219875,0.5409536,0.8609175,0.0075494,0.673913,8.1001647,0.437788,122400.0
296.0,0.0010823,0.5021645,0.7567568,0.0439189,0.0434783,4.9153226,1.0,27700.0
326.0,0.0018501,0.4033302,0.7208589,0.0030675,0.2,8.2894737,1.0,135700.0
1402.0,0.0030175,0.4885335,0.6490728,0.3109843,0.0820896,5.7330729,0.5454545,31300.0
68.0,0.0,0.4233129,0.6617647,0.0,0.0645161,6.1272727,1.0,14999.0
80.0,0.0,0.5021834,0.8,0.0,0.2727273,6.1044776,0.3333333,21300.0
402.0,0.0036563,0.5127971,0.7835821,0.0845771,0.2592593,5.7130682,0.1428571,44500.0
189.0,0.005597,0.4029851,0.6878307,0.0,0.0833333,6.3405797,1.0,14999.0
1633.0,0.0105461,0.5505039,0.7293325,0.0220453,0.3888889,6.1650165,0.0714286,68000.0
6084.0,0.0179805,0.5415293,0.7381657,0.0774162,0.3719008,6.3998503,0.5111111,57400.0
1308.0,0.0051931,0.6178429,0.7102446,0.0336391,0.1676647,5.0795073,0.6285714,36300.0
1170.0,0.003027,0.4818382,0.6846154,0.2119658,0.2123288,5.6716049,0.7096774,25700.0
6374.0,0.0193924,0.5858734,0.8368372,0.012551,0.1973094,7.5259143,0.5227273,172400.0
13362.0,0.0065869,0.5044416,0.614878,0.9176022,0.0586932,6.8113557,0.7169811,34200.0
194.0,0.0,0.4193139,0.8865979,0.0,0.0,4.9909091,0.0,22000.0
2076.0,0.0263242,0.5528079,0.8709056,0.0081888,0.3947368,7.1734007,0.1333333,67100.0
2174.0,0.0003733,0.4601456,0.7046918,0.0308188,0.1774194,5.8183731,0.6060606,21100.0
178.0,0.0,0.40625,0.5842697,0.0,0.1363636,6.0413223,0.3333333,22400.0
2997.0,0.0020505,0.4985262,0.7270604,0.0023357,0.1385542,5.72274,0.6086957,33400.0
21189.0,0.0278465,0.4567546,0.5412714,0.0057577,0.0972973,6.2073566,0.3,66600.0
3312.0,0.0344828,0.5456389,0.7620773,0.0108696,0.1075269,6.0783599,0.3,192900.0
253.0,0.0030722,0.4623656,0.6284585,0.3794466,0.1111111,5.7513228,1.0,19400.0
2028.0,0.0067853,0.5820649,0.7569034,0.0024655,0.1607143,6.2994012,0.2222222,102800.0
40.0,0.0,0.4224138,0.775,0.075,0.3333333,5.0606061,0.0,14999.0
1078.0,0.0097618,0.4888715,0.7179963,0.0009276,0.3015873,5.212056,0.3684211,105800.0
1561.0,0.000586,0.4620568,0.6162716,0.0403587,0.2,5.9218147,0.8571429,24300.0
63.0,0.0,0.3662791,0.6825397,0.0,0.15,6.3137255,1.0,14999.0
1877.0,0.1024508,0.5283246,0.7053809,0.0106553,0.4305556,5.1451005,0.516129,178300.0
923.0,0.0017065,0.4820819,0.744312,0.0704225,0.1272727,5.4871134,0.2142857,40300.0
86.0,0.0,0.472103,0.8139535,0.0,0.2,6.5675676,1.0,30300.0
10364.0,0.0415466,0.5704867,0.8836357,0.0210343,0.3939394,7.903573,0.6057692,197700.0
1316.0,0.0254094,0.4762846,0.7142857,0.0022796,0.1633987,6.2607595,0.56,78400.0
835.0,0.0073452,0.5566632,0.6143713,0.0011976,0.1538462,6.5867925,0.1666667,105000.0
10333.0,0.0077789,0.4674192,0.6876028,0.5936321,0.0678238,4.9914078,0.6338583,47600.0
25115.0,0.029295,0.554482,0.6376269,0.0346008,0.1171451,6.9253742,0.3576159,157800.0
169.0,0.0021142,0.4735729,0.816568,0.0,0.2,6.2340426,1.0,35400.0
93.0,0.0077821,0.4202335,0.7419355,0.0,0.3333333,6.3026316,1.0,19200.0
4659.0,0.0030461,0.4964317,0.6769693,0.0015025,0.1324503,5.404563,0.325,34200.0
36443.0,0.0667385,0.4685514,0.7543836,0.1517987,0.1967375,5.353433,0.2261307,107600.0
96.0,0.0070493,0.1691843,0.84375,0.0104167,0.0,6.6623377,0.0,50900.0
613.0,0.0035894,0.4572864,0.6411093,0.0,0.0963855,6.3205128,0.625,24100.0
195.0,0.0,0.4753521,0.7897436,0.2974359,0.0454545,5.4970414,0.0,17000.0
858.0,0.0004975,0.4890547,0.7109557,0.002331,0.1184211,5.7704082,0.6666667,34200.0
432.0,0.0,0.4836489,0.7314815,0.0023148,0.15,6.4639769,1.0,23700.0
4822.0,0.0240182,0.5742958,0.8666528,0.0062215,0.4795918,7.4996606,0.1489362,129700.0
33.0,0.0,0.443299,0.8181818,0.0,0.0,5.2857143,0.0,14999.0
457.0,0.0,0.4944974,0.8402626,0.2516411,0.4222222,5.5510836,0.3684211,33500.0
59.0,0.0,0.4637681,0.7457627,0.0,0.1818182,5.0,1.0,14999.0
47.0,0.0,0.3908046,0.5744681,0.0,0.1428571,5.7142857,1.0,14999.0
184.0,0.0,0.4130926,0.673913,0.0,0.4,5.94375,0.6666667,14999.0
4155.0,0.0019692,0.4518942,0.6844765,0.000722,0.1317365,6.9010559,0.7727273,35300.0
1218.0,0.0049521,0.5982172,0.6773399,0.0032841,0.0906149,5.6264237,0.5357143,123400.0
388.0,0.0020202,0.6393939,0.7783505,0.0128866,0.0518519,6.7311178,0.7619048,88400.0
96.0,0.0,0.4761905,0.8229167,0.0104167,0.3333333,7.0,0.0,36700.0
27.0,0.0,0.4235294,0.8148148,0.0,0.0,6.3809524,0.0,35600.0
266.0,0.0,0.4589202,0.8270677,0.924812,0.0487805,5.3793103,0.5,17200.0
7959.0,0.0053109,0.4842928,0.7186833,0.0420907,0.1319261,5.5929471,0.705,22200.0
799.0,0.0045045,0.5626126,0.6720901,0.0012516,0.2696629,4.8172232,0.25,43700.0
189.0,0.0022338,0.3998511,0.7619048,0.0,0.0434783,5.622449,1.0,24100.0
112.0,0.0,0.5191638,0.8035714,0.0,0.0,5.3673469,0.0,16300.0
777.0,0.001457,0.5012142,0.7387387,0.0,0.1456311,6.1752212,0.3333333,41900.0
252.0,0.0,0.4116608,0.5912698,0.0,0.0384615,5.5853659,0.0,31000.0
245.0,0.0,0.4832714,0.6612245,0.0,0.0267857,5.3865031,0.3333333,21300.0
720.0,0.0005692,0.4746727,0.675,0.0,0.15625,5.7411765,0.2,35500.0
23.0,0.0,0.4047619,0.4782609,0.0,0.0,6.5909091,0.0,14999.0
452.0,0.0,0.5004122,0.7566372,0.0,0.4222222,5.9226667,0.6315789,21900.0
7118.0,0.0385858,0.5457137,0.7856139,0.3633043,0.2642276,6.4714448,0.5230769,112300.0
1546.0,0.0059146,0.4806134,0.7904269,0.0025873,0.2837838,5.9138083,0.4285714,46400.0
112.0,0.0,0.5,0.6785714,0.0,0.0,4.8811881,0.0,45600.0
1975.0,0.0006161,0.4998973,0.6951899,0.0,0.0526316,6.3155044,0.6666667,39700.0
5525.0,0.0117411,0.5726974,0.8345701,0.00181,0.3205128,7.2839355,0.4,167600.0
362.0,0.0011587,0.4136732,0.5497238,0.0,0.0531915,5.3652968,0.4,25600.0
1061.0,0.0098793,0.5528723,0.7474081,0.131951,0.2173913,6.2762346,0.6,55700.0
1440.0,0.0020462,0.4548378,0.6888889,0.1076389,0.1415094,5.9529025,0.2666667,30500.0
68.0,0.0,0.4615385,0.5882353,0.0,0.5,6.0862069,1.0,14999.0
993.0,0.0028986,0.5743961,0.6636455,0.0,0.0604027,6.0888889,0.2777778,118900.0
26.0,0.0,0.5,0.4230769,0.0,0.0625,5.88,1.0,14999.0
10747.0,0.0159813,0.4457913,0.767563,0.0432679,0.1306445,5.0908918,0.1510067,68000.0
2867.0,0.0078899,0.5316434,0.4492501,0.1171957,0.1666667,6.2715628,0.2307692,87100.0
793.0,0.0017503,0.5822637,0.7313997,0.0,0.1021277,4.4429224,0.3333333,130100.0
2672.0,0.01,0.5817568,0.8087575,0.0224551,0.394958,7.5542406,0.2234043,95200.0
2107.0,0.0040984,0.5295667,0.7275748,0.3046986,0.1436782,5.7823613,0.52,19100.0
314.0,0.0009699,0.5130941,0.8821656,0.0,0.5,6.244898,0.5,47000.0
2453.0,0.0272946,0.5357238,0.7990216,0.0232369,0.36,6.1335388,0.1111111,79400.0
3723.0,0.0148042,0.575203,0.724953,0.0314263,0.1956522,7.8347795,0.1111111,130100.0
144.0,0.0,0.4425,0.7430556,0.9861111,0.025,5.6373626,1.0,15800.0
292.0,0.0,0.512091,0.7054795,0.0273973,0.3888889,6.1785714,0.7142857,37700.0
2070.0,0.0047224,0.5367204,0.8028986,0.0178744,0.4041451,6.0231689,0.7564103,59900.0
391.0,0.0028722,0.3523217,0.9565217,0.0,0.0917431,3.9794118,0.5,14999.0
963.0,0.011811,0.5374016,0.5025961,0.0,0.0374787,6.2945368,0.2272727,97400.0
8.0,0.0,0.5,0.75,0.0,0.0,4.5,0.0,16300.0
70.0,0.0,0.5027322,0.6714286,0.0,0.05,5.3666667,1.0,14999.0
2317.0,0.002729,0.4548866,0.6491152,0.0820026,0.2058824,6.4296987,0.7857143,39800.0
705.0,0.0011772,0.5350206,0.7248227,0.0,0.3157895,6.0831683,0.6666667,50900.0
463.0,0.014214,0.4807692,0.7062635,0.0043197,0.2391304,5.9873418,0.6363636,165600.0
681.0,0.0026828,0.5157612,0.6108664,0.0029369,0.037037,6.2004608,0.0,57600.0
297.0,0.0,0.5325521,0.7744108,0.0,0.1428571,6.4853556,0.8,36600.0
1435.0,0.0041759,0.5630066,0.8006969,0.0445993,0.3529412,5.8268206,0.3333333,52200.0
1000.0,0.0055127,0.5453877,0.771,0.003,0.2758621,6.6831073,0.875,89200.0
4638.0,0.0119037,0.516972,0.6429495,0.0269513,0.2139303,6.0693974,0.4883721,78600.0
4057.0,0.001933,0.4418262,0.6975598,0.4325857,0.1538462,6.0927877,0.32,34400.0
3418.0,0.0153125,0.2104601,0.604447,0.0023406,0.1544118,7.366136,0.4285714,54300.0
2332.0,0.0040149,0.5232291,0.8323328,0.0034305,0.2040816,5.5403509,0.75,52400.0
123.0,0.0,0.4869565,0.6341463,0.0,0.0652174,3.0769231,1.0,14999.0
1845.0,0.0323065,0.5740045,0.5609756,0.0428184,0.0469799,6.9453735,0.2857143,67000.0
569.0,0.0008078,0.5201939,0.6239016,0.0070299,0.0967742,5.4911392,0.3333333,36500.0
343.0,0.0008969,0.3381166,0.7609329,0.0,0.1372549,6.7118644,0.8571429,31500.0
18.0,0.0,0.509434,0.7222222,0.0,0.0,2.5,0.0,14999.0
584.0,0.0026127,0.4866101,0.7260274,0.0017123,0.0769231,6.4755784,0.5,60500.0
120.0,0.0,0.463035,0.575,0.0583333,0.25,6.9423077,1.0,62100.0
520.0,0.0016,0.5504,0.7653846,0.0,0.1481481,5.6184834,0.25,33900.0
39.0,0.0,0.4941176,0.6153846,0.0,0.0,6.0285714,0.0,14999.0
272.0,0.0018083,0.4267631,0.5698529,0.0,0.1515152,5.8333333,0.4,14999.0
502.0,0.0056127,0.4836296,0.8406375,0.0,0.0434783,5.9262473,0.6666667,95300.0
29.0,0.0,0.5316456,0.7241379,0.0,0.0,5.72,0.0,61300.0
64.0,0.0,0.4556213,0.734375,0.0,0.0588235,6.0384615,1.0,16500.0
5306.0,0.0173868,0.4572665,0.652092,0.0060309,0.0576541,6.2300885,0.7241379,101300.0
3618.0,0.0118642,0.3728484,0.5574903,0.1127695,0.0761589,6.4098999,0.173913,43700.0
3790.0,0.0620558,0.541775,0.8437995,0.0079156,0.4347826,7.5052539,0.95,195000.0
