Year,Station,Month,Rainfall
1988.0,Khepupara,May,307.0
1988.0,Khepupara,June,0.0
1988.0,Khepupara,July,614.0
1988.0,Khepupara,August,603.0
1988.0,Khepupara,September,389.0
1988.0,Khepupara,October,167.0
1988.0,Khepupara,November,132.0
1988.0,Khepupara,December,0.0
1988.0,Khulna,January,0.0
1988.0,Khulna,February,50.0
1988.0,Khulna,March,18.0
1988.0,Khulna,April,53.0
1988.0,Khulna,May,305.0
1988.0,Khulna,June,599.0
1988.0,Khulna,July,326.0
1988.0,Khulna,August,302.0
1988.0,Khulna,September,67.0
1988.0,Khulna,October,95.0
1988.0,Khulna,November,140.0
1988.0,Khulna,December,0.0
1988.0,Kutubdia,January,0.0
1988.0,Kutubdia,February,61.0
1988.0,Kutubdia,March,26.0
1988.0,Kutubdia,April,96.0
1988.0,Kutubdia,May,371.0
1988.0,Kutubdia,June,771.0
1988.0,Kutubdia,July,518.0
1988.0,Kutubdia,August,508.0
1988.0,Kutubdia,September,552.0
1988.0,Kutubdia,October,213.0
1988.0,Kutubdia,November,106.0
1988.0,Kutubdia,December,13.0
1988.0,M.court,January,0.0
1988.0,M.court,February,50.0
1988.0,M.court,March,77.0
1988.0,M.court,April,152.0
1988.0,M.court,May,402.0
1988.0,M.court,June,564.0
1988.0,M.court,July,519.0
1988.0,M.court,August,623.0
1988.0,M.court,September,469.0
1988.0,M.court,October,170.0
1988.0,M.court,November,54.0
1988.0,M.court,December,0.0
1988.0,Madaripur,January,0.0
1988.0,Madaripur,February,59.0
1988.0,Madaripur,March,70.0
1988.0,Madaripur,April,130.0
1988.0,Madaripur,May,437.0
1988.0,Madaripur,June,496.0
1988.0,Madaripur,July,264.0
1988.0,Madaripur,August,242.0
1988.0,Madaripur,September,81.0
1988.0,Madaripur,October,135.0
1988.0,Madaripur,November,124.0
1988.0,Madaripur,December,3.0
1988.0,Mymensingh,January,0.0
1988.0,Mymensingh,February,45.0
1988.0,Mymensingh,March,115.0
1988.0,Mymensingh,April,94.0
1988.0,Mymensingh,May,734.0
1988.0,Mymensingh,June,587.0
1988.0,Mymensingh,July,586.0
1988.0,Mymensingh,August,411.0
1988.0,Mymensingh,September,309.0
1988.0,Mymensingh,October,195.0
1988.0,Mymensingh,November,120.0
1988.0,Mymensingh,December,13.0
1988.0,Patuakhali,January,0.0
1988.0,Patuakhali,February,19.0
1988.0,Patuakhali,March,8.0
1988.0,Patuakhali,April,37.0
1988.0,Patuakhali,May,330.0
1988.0,Patuakhali,June,898.0
1988.0,Patuakhali,July,663.0
1988.0,Patuakhali,August,421.0
1988.0,Patuakhali,September,266.0
1988.0,Patuakhali,October,164.0
1988.0,Patuakhali,November,167.0
1988.0,Patuakhali,December,0.0
1988.0,Rajshahi,January,1.0
1988.0,Rajshahi,February,30.0
1988.0,Rajshahi,March,36.0
1988.0,Rajshahi,April,107.0
1988.0,Rajshahi,May,139.0
1988.0,Rajshahi,June,404.0
1988.0,Rajshahi,July,301.0
1988.0,Rajshahi,August,356.0
1988.0,Rajshahi,September,89.0
1988.0,Rajshahi,October,94.0
1988.0,Rajshahi,November,27.0
1988.0,Rajshahi,December,0.0
1988.0,Rangamati,January,0.0
1988.0,Rangamati,February,15.0
1988.0,Rangamati,March,79.0
1988.0,Rangamati,April,166.0
1988.0,Rangamati,May,355.0
1988.0,Rangamati,June,760.0
1988.0,Rangamati,July,679.0
1988.0,Rangamati,August,567.0
1988.0,Rangamati,September,236.0
1988.0,Rangamati,October,234.0
1988.0,Rangamati,November,23.0
1988.0,Rangamati,December,17.0
1988.0,Rangpur,January,0.0
1988.0,Rangpur,February,33.0
1988.0,Rangpur,March,37.0
1988.0,Rangpur,April,165.0
1988.0,Rangpur,May,285.0
1988.0,Rangpur,June,369.0
1988.0,Rangpur,July,451.0
1988.0,Rangpur,August,633.0
1988.0,Rangpur,September,496.0
1988.0,Rangpur,October,19.0
1988.0,Rangpur,November,35.0
1988.0,Rangpur,December,1.0
1988.0,Sandwip,January,0.0
1988.0,Sandwip,February,26.0
1988.0,Sandwip,March,22.0
1988.0,Sandwip,April,166.0
1988.0,Sandwip,May,397.0
1988.0,Sandwip,June,799.0
1988.0,Sandwip,July,782.0
1988.0,Sandwip,August,682.0
1988.0,Sandwip,September,619.0
1988.0,Sandwip,October,221.0
1988.0,Sandwip,November,73.0
1988.0,Sandwip,December,0.0
1988.0,Satkhira,January,0.0
1988.0,Satkhira,February,46.0
1988.0,Satkhira,March,45.0
1988.0,Satkhira,April,69.0
1988.0,Satkhira,May,227.0
1988.0,Satkhira,June,688.0
1988.0,Satkhira,July,262.0
1988.0,Satkhira,August,327.0
1988.0,Satkhira,September,174.0
1988.0,Satkhira,October,19.0
1988.0,Satkhira,November,106.0
1988.0,Satkhira,December,0.0
1988.0,Sitakunda,January,0.0
1988.0,Sitakunda,February,4.0
1988.0,Sitakunda,March,37.0
1988.0,Sitakunda,April,233.0
1988.0,Sitakunda,May,364.0
1988.0,Sitakunda,June,593.0
1988.0,Sitakunda,July,791.0
1988.0,Sitakunda,August,783.0
1988.0,Sitakunda,September,440.0
1988.0,Sitakunda,October,345.0
1988.0,Sitakunda,November,117.0
1988.0,Sitakunda,December,0.0
1988.0,Srimangal,January,0.0
1988.0,Srimangal,February,40.0
1988.0,Srimangal,March,208.0
1988.0,Srimangal,April,170.0
1988.0,Srimangal,May,670.0
1988.0,Srimangal,June,435.0
1988.0,Srimangal,July,444.0
1988.0,Srimangal,August,468.0
1988.0,Srimangal,September,278.0
1988.0,Srimangal,October,185.0
1988.0,Srimangal,November,143.0
1988.0,Srimangal,December,14.0
1988.0,Sylhet,January,0.0
1988.0,Sylhet,February,29.0
1988.0,Sylhet,March,133.0
1988.0,Sylhet,April,332.0
1988.0,Sylhet,May,1129.0
1988.0,Sylhet,June,959.0
1988.0,Sylhet,July,738.0
1988.0,Sylhet,August,1157.0
1988.0,Sylhet,September,772.0
1988.0,Sylhet,October,169.0
1988.0,Sylhet,November,122.0
1988.0,Sylhet,December,80.0
1988.0,Tangail,January,2.0
1988.0,Tangail,February,54.0
1988.0,Tangail,March,31.0
1988.0,Tangail,April,97.0
1988.0,Tangail,May,334.0
1988.0,Tangail,June,589.0
1988.0,Tangail,July,413.0
1988.0,Tangail,August,177.0
1988.0,Tangail,September,155.0
1988.0,Tangail,October,122.0
1988.0,Tangail,November,121.0
1988.0,Tangail,December,45.0
1988.0,Teknaf,January,0.0
1988.0,Teknaf,February,43.0
1988.0,Teknaf,March,0.0
1988.0,Teknaf,April,116.0
1988.0,Teknaf,May,223.0
1988.0,Teknaf,June,1042.0
1988.0,Teknaf,July,1032.0
1988.0,Teknaf,August,927.0
1988.0,Teknaf,September,325.0
1988.0,Teknaf,October,220.0
1988.0,Teknaf,November,15.0
1988.0,Teknaf,December,73.0
1989.0,Barisal,January,0.0
1989.0,Barisal,February,14.0
1989.0,Barisal,March,1.0
1989.0,Barisal,April,89.0
1989.0,Barisal,May,164.0
1989.0,Barisal,June,206.0
1989.0,Barisal,July,453.0
1989.0,Barisal,August,203.0
1989.0,Barisal,September,413.0
1989.0,Barisal,October,451.0
1989.0,Barisal,November,0.0
1989.0,Barisal,December,0.0
1989.0,Bhola,January,0.0
1989.0,Bhola,February,13.0
1989.0,Bhola,March,0.0
1989.0,Bhola,April,67.0
1989.0,Bhola,May,128.0
1989.0,Bhola,June,540.0
1989.0,Bhola,July,385.0
1989.0,Bhola,August,180.0
1989.0,Bhola,September,378.0
1989.0,Bhola,October,251.0
1989.0,Bhola,November,0.0
1989.0,Bhola,December,0.0
1989.0,Bogra,January,0.0
1989.0,Bogra,February,16.0
1989.0,Bogra,March,2.0
1989.0,Bogra,April,0.0
1989.0,Bogra,May,130.0
1989.0,Bogra,June,253.0
1989.0,Bogra,July,594.0
1989.0,Bogra,August,111.0
1989.0,Bogra,September,273.0
1989.0,Bogra,October,30.0
1989.0,Bogra,November,0.0
1989.0,Bogra,December,4.0
1989.0,Chandpur,January,0.0
1989.0,Chandpur,February,0.0
1989.0,Chandpur,March,4.0
1989.0,Chandpur,April,40.0
1989.0,Chandpur,May,111.0
1989.0,Chandpur,June,304.0
1989.0,Chandpur,July,282.0
1989.0,Chandpur,August,211.0
1989.0,Chandpur,September,232.0
1989.0,Chandpur,October,317.0
1989.0,Chandpur,November,0.0
1989.0,Chandpur,December,3.0
1989.0,Chittagong,January,0.0
1989.0,Chittagong,February,2.0
1989.0,Chittagong,March,0.0
1989.0,Chittagong,April,220.0
1989.0,Chittagong,May,82.0
1989.0,Chittagong,June,277.0
1989.0,Chittagong,July,1173.0
1989.0,Chittagong,August,66.0
1989.0,Chittagong,September,360.0
1989.0,Chittagong,October,404.0
1989.0,Chittagong,November,14.0
1989.0,Chittagong,December,0.0
1989.0,Comilla,January,0.0
1989.0,Comilla,February,18.0
1989.0,Comilla,March,18.0
1989.0,Comilla,April,70.0
1989.0,Comilla,May,183.0
1989.0,Comilla,June,342.0
1989.0,Comilla,July,332.0
1989.0,Comilla,August,77.0
1989.0,Comilla,September,239.0
1989.0,Comilla,October,160.0
1989.0,Comilla,November,0.0
1989.0,Comilla,December,0.0
1989.0,CoxsBazar,January,0.0
1989.0,CoxsBazar,February,6.0
1989.0,CoxsBazar,March,0.0
1989.0,CoxsBazar,April,160.0
1989.0,CoxsBazar,May,83.0
1989.0,CoxsBazar,June,766.0
1989.0,CoxsBazar,July,865.0
1989.0,CoxsBazar,August,182.0
1989.0,CoxsBazar,September,460.0
1989.0,CoxsBazar,October,516.0
1989.0,CoxsBazar,November,28.0
1989.0,CoxsBazar,December,0.0
1989.0,Dhaka,January,0.0
1989.0,Dhaka,February,32.0
1989.0,Dhaka,March,0.0
1989.0,Dhaka,April,85.0
1989.0,Dhaka,May,228.0
1989.0,Dhaka,June,319.0
1989.0,Dhaka,July,347.0
1989.0,Dhaka,August,59.0
1989.0,Dhaka,September,305.0
1989.0,Dhaka,October,240.0
1989.0,Dhaka,November,0.0
1989.0,Dhaka,December,12.0
1989.0,Dinajpur,January,22.0
1989.0,Dinajpur,February,8.0
1989.0,Dinajpur,March,1.0
1989.0,Dinajpur,April,0.0
1989.0,Dinajpur,May,408.0
1989.0,Dinajpur,June,253.0
1989.0,Dinajpur,July,412.0
1989.0,Dinajpur,August,232.0
1989.0,Dinajpur,September,493.0
1989.0,Dinajpur,October,82.0
1989.0,Dinajpur,November,0.0
1989.0,Dinajpur,December,2.0
1989.0,Faridpur,January,0.0
1989.0,Faridpur,February,5.0
1989.0,Faridpur,March,5.0
1989.0,Faridpur,April,124.0
1989.0,Faridpur,May,263.0
1989.0,Faridpur,June,242.0
1989.0,Faridpur,July,243.0
1989.0,Faridpur,August,92.0
1989.0,Faridpur,September,277.0
1989.0,Faridpur,October,178.0
1989.0,Faridpur,November,0.0
1989.0,Faridpur,December,9.0
1989.0,Feni,January,0.0
1989.0,Feni,February,23.0
1989.0,Feni,March,15.0
1989.0,Feni,April,126.0
1989.0,Feni,May,225.0
1989.0,Feni,June,597.0
1989.0,Feni,July,1048.0
1989.0,Feni,August,115.0
1989.0,Feni,September,336.0
1989.0,Feni,October,633.0
1989.0,Feni,November,2.0
1989.0,Feni,December,0.0
1989.0,Hatiya,January,0.0
1989.0,Hatiya,February,0.0
1989.0,Hatiya,March,20.0
1989.0,Hatiya,April,179.0
1989.0,Hatiya,May,111.0
1989.0,Hatiya,June,500.0
1989.0,Hatiya,July,617.0
1989.0,Hatiya,August,234.0
1989.0,Hatiya,September,329.0
1989.0,Hatiya,October,438.0
1989.0,Hatiya,November,0.0
1989.0,Hatiya,December,0.0
1989.0,Ishurdi,January,0.0
1989.0,Ishurdi,February,41.0
1989.0,Ishurdi,March,1.0
1989.0,Ishurdi,April,0.0
1989.0,Ishurdi,May,236.0
1989.0,Ishurdi,June,65.0
1989.0,Ishurdi,July,608.0
1989.0,Ishurdi,August,109.0
1989.0,Ishurdi,September,174.0
1989.0,Ishurdi,October,85.0
1989.0,Ishurdi,November,0.0
1989.0,Ishurdi,December,3.0
1989.0,Jessore,January,0.0
1989.0,Jessore,February,2.0
1989.0,Jessore,March,1.0
1989.0,Jessore,April,39.0
1989.0,Jessore,May,198.0
1989.0,Jessore,June,164.0
1989.0,Jessore,July,255.0
1989.0,Jessore,August,88.0
1989.0,Jessore,September,168.0
1989.0,Jessore,October,192.0
1989.0,Jessore,November,0.0
1989.0,Jessore,December,10.0
1989.0,Khepupara,January,0.0
1989.0,Khepupara,February,2.0
1989.0,Khepupara,March,1.0
1989.0,Khepupara,April,100.0
1989.0,Khepupara,May,161.0
1989.0,Khepupara,June,207.0
1989.0,Khepupara,July,581.0
1989.0,Khepupara,August,189.0
1989.0,Khepupara,September,445.0
1989.0,Khepupara,October,552.0
1989.0,Khepupara,November,0.0
1989.0,Khepupara,December,0.0
1989.0,Khulna,January,0.0
1989.0,Khulna,February,8.0
1989.0,Khulna,March,2.0
1989.0,Khulna,April,54.0
1989.0,Khulna,May,185.0
1989.0,Khulna,June,257.0
1989.0,Khulna,July,239.0
1989.0,Khulna,August,80.0
1989.0,Khulna,September,246.0
1989.0,Khulna,October,330.0
1989.0,Khulna,November,0.0
1989.0,Khulna,December,1.0
1989.0,Kutubdia,January,0.0
1989.0,Kutubdia,February,0.0
1989.0,Kutubdia,March,0.0
1989.0,Kutubdia,April,80.0
1989.0,Kutubdia,May,115.0
1989.0,Kutubdia,June,450.0
1989.0,Kutubdia,July,725.0
1989.0,Kutubdia,August,66.0
1989.0,Kutubdia,September,479.0
1989.0,Kutubdia,October,496.0
1989.0,Kutubdia,November,16.0
1989.0,Kutubdia,December,0.0
1989.0,M.court,January,0.0
1989.0,M.court,February,20.0
1989.0,M.court,March,39.0
1989.0,M.court,April,96.0
1989.0,M.court,May,188.0
1989.0,M.court,June,333.0
1989.0,M.court,July,703.0
1989.0,M.court,August,162.0
1989.0,M.court,September,547.0
1989.0,M.court,October,433.0
1989.0,M.court,November,0.0
1989.0,M.court,December,0.0
1989.0,Madaripur,January,0.0
1989.0,Madaripur,February,31.0
1989.0,Madaripur,March,2.0
1989.0,Madaripur,April,98.0
1989.0,Madaripur,May,173.0
1989.0,Madaripur,June,258.0
1989.0,Madaripur,July,283.0
1989.0,Madaripur,August,133.0
1989.0,Madaripur,September,287.0
1989.0,Madaripur,October,30.0
1989.0,Madaripur,November,9.0
1989.0,Madaripur,December,0.0
1989.0,Mymensingh,January,6.0
1989.0,Mymensingh,February,17.0
1989.0,Mymensingh,March,2.0
1989.0,Mymensingh,April,23.0
1989.0,Mymensingh,May,267.0
1989.0,Mymensingh,June,340.0
1989.0,Mymensingh,June,340.0
1989.0,Mymensingh,July,752.0
1989.0,Mymensingh,August,171.0
1989.0,Mymensingh,September,406.0
1989.0,Mymensingh,October,284.0
1989.0,Mymensingh,November,0.0
1989.0,Patuakhali,January,0.0
1989.0,Patuakhali,February,1.0
1989.0,Patuakhali,March,1.0
1989.0,Patuakhali,April,55.0
1989.0,Patuakhali,May,239.0
1989.0,Patuakhali,June,316.0
1989.0,Patuakhali,July,360.0
1989.0,Patuakhali,August,251.0
1989.0,Patuakhali,September,362.0
1989.0,Patuakhali,October,260.0
1989.0,Patuakhali,November,1.0
1989.0,Patuakhali,December,1.0
1989.0,Rajshahi,January,4.0
1989.0,Rajshahi,February,8.0
1989.0,Rajshahi,March,5.0
1989.0,Rajshahi,April,2.0
1989.0,Rajshahi,May,224.0
1989.0,Rajshahi,June,190.0
1989.0,Rajshahi,July,357.0
1989.0,Rajshahi,August,117.0
1989.0,Rajshahi,September,332.0
1989.0,Rajshahi,October,78.0
1989.0,Rajshahi,November,0.0
1989.0,Rajshahi,December,8.0
1989.0,Rangamati,January,0.0
1989.0,Rangamati,February,11.0
1989.0,Rangamati,March,0.0
1989.0,Rangamati,April,240.0
1989.0,Rangamati,May,163.0
1989.0,Rangamati,June,210.0
1989.0,Rangamati,July,820.0
1989.0,Rangamati,August,176.0
1989.0,Rangamati,September,413.0
1989.0,Rangamati,October,563.0
1989.0,Rangamati,November,40.0
1989.0,Rangamati,December,0.0
1989.0,Rangpur,January,7.0
1989.0,Rangpur,February,18.0
1989.0,Rangpur,March,2.0
1989.0,Rangpur,April,0.0
1989.0,Rangpur,May,335.0
1989.0,Rangpur,June,219.0
1989.0,Rangpur,July,719.0
1989.0,Rangpur,August,110.0
1989.0,Rangpur,September,414.0
1989.0,Rangpur,October,48.0
1989.0,Rangpur,November,4.0
1989.0,Rangpur,December,2.0
1989.0,Sandwip,January,0.0
1989.0,Sandwip,February,11.0
1989.0,Sandwip,March,14.0
1989.0,Sandwip,April,217.0
1989.0,Sandwip,May,143.0
1989.0,Sandwip,June,625.0
1989.0,Sandwip,July,450.0
1989.0,Sandwip,August,88.0
1989.0,Sandwip,September,572.0
1989.0,Sandwip,October,674.0
1989.0,Sandwip,November,0.0
1989.0,Sandwip,December,0.0
1989.0,Satkhira,January,1.0
1989.0,Satkhira,February,0.0
1989.0,Satkhira,March,3.0
1989.0,Satkhira,April,52.0
1989.0,Satkhira,May,240.0
1989.0,Satkhira,June,236.0
1989.0,Satkhira,July,266.0
1989.0,Satkhira,August,177.0
1989.0,Satkhira,September,201.0
1989.0,Satkhira,October,194.0
1989.0,Satkhira,November,0.0
1989.0,Satkhira,December,0.0
1989.0,Sitakunda,January,0.0
1989.0,Sitakunda,February,7.0
1989.0,Sitakunda,March,3.0
1989.0,Sitakunda,April,170.0
1989.0,Sitakunda,May,114.0
1989.0,Sitakunda,June,308.0
1989.0,Sitakunda,July,640.0
1989.0,Sitakunda,August,81.0
1989.0,Sitakunda,September,386.0
1989.0,Sitakunda,October,826.0
1989.0,Sitakunda,November,3.0
1989.0,Sitakunda,December,0.0
1989.0,Srimangal,January,0.0
1989.0,Srimangal,February,18.0
1989.0,Srimangal,March,29.0
1989.0,Srimangal,April,99.0
1989.0,Srimangal,May,244.0
1989.0,Srimangal,June,369.0
1989.0,Srimangal,July,402.0
1989.0,Srimangal,August,274.0
1989.0,Srimangal,September,345.0
1989.0,Srimangal,October,191.0
1989.0,Srimangal,November,16.0
1989.0,Srimangal,December,2.0
1989.0,Sylhet,January,6.0
1989.0,Sylhet,February,33.0
1989.0,Sylhet,March,11.0
1989.0,Sylhet,April,312.0
1989.0,Sylhet,May,543.0
1989.0,Sylhet,June,870.0
1989.0,Sylhet,July,1342.0
1989.0,Sylhet,August,665.0
1989.0,Sylhet,September,1081.0
1989.0,Sylhet,October,524.0
1989.0,Sylhet,November,34.0
1989.0,Sylhet,December,1.0
1989.0,Tangail,January,0.0
1989.0,Tangail,February,63.0
1989.0,Tangail,March,1.0
1989.0,Tangail,April,102.0
1989.0,Tangail,May,329.0
1989.0,Tangail,June,150.0
1989.0,Tangail,July,381.0
1989.0,Tangail,August,55.0
1989.0,Tangail,September,274.0
1989.0,Tangail,October,217.0
1989.0,Tangail,November,0.0
1989.0,Tangail,December,7.0
1989.0,Teknaf,January,0.0
1989.0,Teknaf,February,0.0
1989.0,Teknaf,March,0.0
1989.0,Teknaf,April,132.0
1989.0,Teknaf,May,35.0
1989.0,Teknaf,June,927.0
1989.0,Teknaf,July,962.0
1989.0,Teknaf,August,829.0
1989.0,Teknaf,September,673.0
1989.0,Teknaf,October,437.0
1989.0,Teknaf,November,59.0
1989.0,Teknaf,December,0.0
1990.0,Barisal,January,0.0
1990.0,Barisal,February,79.0
1990.0,Barisal,March,182.0
1990.0,Barisal,April,139.0
1990.0,Barisal,May,352.0
1990.0,Barisal,June,386.0
1990.0,Barisal,July,457.0
1990.0,Barisal,August,299.0
1990.0,Barisal,September,190.0
1990.0,Barisal,October,194.0
1990.0,Barisal,November,70.0
1990.0,Barisal,December,30.0
1990.0,Bhola,January,0.0
1990.0,Bhola,February,84.0
1990.0,Bhola,March,155.0
1990.0,Bhola,April,118.0
1990.0,Bhola,May,249.0
1990.0,Bhola,June,358.0
1990.0,Bhola,July,370.0
1990.0,Bhola,August,287.0
1990.0,Bhola,September,199.0
1990.0,Bhola,October,322.0
1990.0,Bhola,November,83.0
1990.0,Bhola,December,35.0
1990.0,Bogra,January,0.0
1990.0,Bogra,February,27.0
1990.0,Bogra,March,24.0
1990.0,Bogra,April,41.0
1990.0,Bogra,May,292.0
1990.0,Bogra,June,378.0
1990.0,Bogra,July,499.0
1990.0,Bogra,August,265.0
1990.0,Bogra,September,320.0
1990.0,Bogra,October,227.0
1990.0,Bogra,November,4.0
1990.0,Bogra,December,0.0
1990.0,Chandpur,January,0.0
1990.0,Chandpur,February,36.0
1990.0,Chandpur,March,111.0
1990.0,Chandpur,April,163.0
1990.0,Chandpur,May,189.0
1990.0,Chandpur,June,311.0
1990.0,Chandpur,July,421.0
1990.0,Chandpur,August,177.0
1990.0,Chandpur,September,208.0
1990.0,Chandpur,October,263.0
1990.0,Chandpur,November,55.0
1990.0,Chandpur,December,22.0
1990.0,Chittagong,January,0.0
1990.0,Chittagong,February,39.0
1990.0,Chittagong,March,53.0
1990.0,Chittagong,April,250.0
1990.0,Chittagong,May,205.0
1990.0,Chittagong,June,668.0
1990.0,Chittagong,July,1038.0
1990.0,Chittagong,August,115.0
1990.0,Chittagong,September,141.0
1990.0,Chittagong,October,233.0
1990.0,Chittagong,November,74.0
1990.0,Chittagong,December,36.0
1990.0,Comilla,January,0.0
1990.0,Comilla,February,21.0
1990.0,Comilla,March,179.0
1990.0,Comilla,April,228.0
1990.0,Comilla,May,331.0
1990.0,Comilla,June,333.0
1990.0,Comilla,July,303.0
1990.0,Comilla,August,252.0
1990.0,Comilla,September,227.0
1990.0,Comilla,October,239.0
1990.0,Comilla,November,71.0
1990.0,Comilla,December,27.0
1990.0,CoxsBazar,January,0.0
1990.0,CoxsBazar,February,69.0
1990.0,CoxsBazar,March,174.0
1990.0,CoxsBazar,April,135.0
1990.0,CoxsBazar,May,261.0
1990.0,CoxsBazar,June,1201.0
1990.0,CoxsBazar,July,1211.0
1990.0,CoxsBazar,August,277.0
1990.0,CoxsBazar,September,272.0
1990.0,CoxsBazar,October,294.0
1990.0,CoxsBazar,November,255.0
1990.0,CoxsBazar,December,19.0
1990.0,Dhaka,January,0.0
1990.0,Dhaka,February,36.0
1990.0,Dhaka,March,151.0
1990.0,Dhaka,April,154.0
1990.0,Dhaka,May,202.0
1990.0,Dhaka,June,229.0
1990.0,Dhaka,July,567.0
1990.0,Dhaka,August,227.0
1990.0,Dhaka,September,247.0
1990.0,Dhaka,October,181.0
1990.0,Dhaka,November,103.0
1990.0,Dhaka,December,6.0
1990.0,Dinajpur,January,0.0
1990.0,Dinajpur,February,6.0
1990.0,Dinajpur,March,41.0
1990.0,Dinajpur,April,159.0
1990.0,Dinajpur,May,245.0
1990.0,Dinajpur,June,355.0
1990.0,Dinajpur,July,479.0
1990.0,Dinajpur,August,251.0
1990.0,Dinajpur,September,352.0
1990.0,Dinajpur,October,193.0
1990.0,Dinajpur,November,0.0
1990.0,Dinajpur,December,0.0
1990.0,Faridpur,January,0.0
1990.0,Faridpur,February,36.0
1990.0,Faridpur,March,227.0
1990.0,Faridpur,April,156.0
1990.0,Faridpur,May,315.0
1990.0,Faridpur,June,289.0
1990.0,Faridpur,July,405.0
1990.0,Faridpur,August,145.0
1990.0,Faridpur,September,192.0
1990.0,Faridpur,October,168.0
1990.0,Faridpur,November,48.0
1990.0,Faridpur,December,4.0
1990.0,Feni,January,0.0
1990.0,Feni,February,31.0
1990.0,Feni,March,287.0
1990.0,Feni,April,213.0
1990.0,Feni,May,485.0
1990.0,Feni,June,545.0
1990.0,Feni,July,972.0
1990.0,Feni,August,543.0
1990.0,Feni,September,271.0
1990.0,Feni,October,393.0
1990.0,Feni,November,178.0
1990.0,Feni,December,62.0
1990.0,Hatiya,January,0.0
1990.0,Hatiya,February,69.0
1990.0,Hatiya,March,198.0
1990.0,Hatiya,April,209.0
1990.0,Hatiya,May,323.0
1990.0,Hatiya,June,466.0
1990.0,Hatiya,July,281.0
1990.0,Hatiya,August,0.0
1990.0,Hatiya,September,0.0
1990.0,Hatiya,October,0.0
1990.0,Hatiya,November,88.0
1990.0,Hatiya,December,78.0
1990.0,Ishurdi,January,0.0
1990.0,Ishurdi,February,70.0
1990.0,Ishurdi,March,128.0
1990.0,Ishurdi,April,157.0
1990.0,Ishurdi,May,207.0
1990.0,Ishurdi,June,277.0
1990.0,Ishurdi,July,422.0
1990.0,Ishurdi,August,235.0
1990.0,Ishurdi,September,481.0
1990.0,Ishurdi,October,88.0
1990.0,Ishurdi,November,34.0
1990.0,Ishurdi,December,0.0
1990.0,Jessore,January,0.0
1990.0,Jessore,February,54.0
1990.0,Jessore,March,173.0
1990.0,Jessore,April,25.0
1990.0,Jessore,May,162.0
1990.0,Jessore,June,335.0
1990.0,Jessore,July,369.0
1990.0,Jessore,August,137.0
1990.0,Jessore,September,196.0
1990.0,Jessore,October,99.0
1990.0,Jessore,November,126.0
1990.0,Jessore,December,10.0
1990.0,Khepupara,January,0.0
1990.0,Khepupara,February,121.0
1990.0,Khepupara,March,139.0
1990.0,Khepupara,April,99.0
1990.0,Khepupara,May,284.0
1990.0,Khepupara,June,317.0
1990.0,Khepupara,July,1049.0
1990.0,Khepupara,August,299.0
1990.0,Khepupara,September,503.0
1990.0,Khepupara,October,262.0
1990.0,Khepupara,November,98.0
1990.0,Khepupara,December,40.0
1990.0,Khulna,January,0.0
1990.0,Khulna,February,62.0
1990.0,Khulna,March,212.0
1990.0,Khulna,April,58.0
1990.0,Khulna,May,261.0
1990.0,Khulna,June,261.0
1990.0,Khulna,July,436.0
1990.0,Khulna,August,206.0
1990.0,Khulna,September,205.0
1990.0,Khulna,October,156.0
1990.0,Khulna,November,77.0
1990.0,Khulna,December,4.0
1990.0,Kutubdia,January,0.0
1990.0,Kutubdia,February,56.0
1990.0,Kutubdia,March,191.0
1990.0,Kutubdia,April,60.0
1990.0,Kutubdia,May,206.0
1990.0,Kutubdia,June,995.0
1990.0,Kutubdia,July,1340.0
1990.0,Kutubdia,August,137.0
1990.0,Kutubdia,September,167.0
1990.0,Kutubdia,October,250.0
1990.0,Kutubdia,November,139.0
1990.0,Kutubdia,December,41.0
1990.0,M.court,January,0.0
1990.0,M.court,February,83.0
1990.0,M.court,March,266.0
1990.0,M.court,April,235.0
1990.0,M.court,May,429.0
1990.0,M.court,June,651.0
1990.0,M.court,July,752.0
1990.0,M.court,August,522.0
1990.0,M.court,September,239.0
1990.0,M.court,October,359.0
1990.0,M.court,November,99.0
1990.0,M.court,December,49.0
1990.0,Madaripur,January,0.0
1990.0,Madaripur,February,66.0
1990.0,Madaripur,March,217.0
1990.0,Madaripur,April,156.0
1990.0,Madaripur,May,214.0
1990.0,Madaripur,June,253.0
1990.0,Madaripur,July,457.0
1990.0,Madaripur,August,176.0
1990.0,Madaripur,September,264.0
1990.0,Madaripur,October,210.0
1990.0,Madaripur,November,105.0
1990.0,Madaripur,December,9.0
1990.0,Mymensingh,January,0.0
1990.0,Mymensingh,February,83.0
1990.0,Mymensingh,March,67.0
1990.0,Mymensingh,April,116.0
1990.0,Mymensingh,May,390.0
1990.0,Mymensingh,June,529.0
1990.0,Mymensingh,July,477.0
1990.0,Mymensingh,August,237.0
1990.0,Mymensingh,September,319.0
1990.0,Mymensingh,October,213.0
1990.0,Mymensingh,November,7.0
1990.0,Mymensingh,December,1.0
1990.0,Patuakhali,January,0.0
1990.0,Patuakhali,February,100.0
1990.0,Patuakhali,March,161.0
1990.0,Patuakhali,April,132.0
1990.0,Patuakhali,May,292.0
1990.0,Patuakhali,June,306.0
1990.0,Patuakhali,July,602.0
1990.0,Patuakhali,August,220.0
1990.0,Patuakhali,September,536.0
1990.0,Patuakhali,October,318.0
1990.0,Patuakhali,November,81.0
1990.0,Patuakhali,December,28.0
